state,county,candidate,candidate votes,total votes
oklahoma,kay,Donald Trump,12172,50409
oklahoma,kingfisher,Donald Trump,5156,18393
oklahoma,kiowa,Donald Trump,2596,10479
oklahoma,latimer,Donald Trump,3100,12168
oklahoma,lincoln,Donald Trump,10854,42075
oklahoma,logan,Donald Trump,13633,56937
oklahoma,love,Donald Trump,2922,11367
oklahoma,major,Donald Trump,2948,10221
oklahoma,marshall,Donald Trump,4206,16476
oklahoma,mayes,Donald Trump,11555,47151
oklahoma,mcclain,Donald Trump,13169,50574
oklahoma,mccurtain,Donald Trump,8656,32178
oklahoma,mcintosh,Donald Trump,5505,23889
oklahoma,murray,Donald Trump,4175,16584
oklahoma,muskogee,Donald Trump,15043,72648
oklahoma,noble,Donald Trump,3715,14634
oklahoma,nowata,Donald Trump,3321,12711
oklahoma,okfuskee,Donald Trump,2800,11829
oklahoma,oklahoma,Donald Trump,141569,821826
oklahoma,okmulgee,Donald Trump,8944,41847
oklahoma,osage,Donald Trump,12577,56898
oklahoma,ottawa,Donald Trump,7631,32070
oklahoma,pawnee,Donald Trump,4729,19092
oklahoma,payne,Donald Trump,16651,83280
oklahoma,pittsburg,Donald Trump,12753,51813
oklahoma,pontotoc,Donald Trump,10431,44493
oklahoma,pottawatomie,Donald Trump,17848,76356
oklahoma,pushmataha,Donald Trump,3581,13449
oklahoma,roger mills,Donald Trump,1547,5277
oklahoma,rogers,Donald Trump,30913,122586
oklahoma,seminole,Donald Trump,5613,24111
oklahoma,sequoyah,Donald Trump,10888,43311
oklahoma,stephens,Donald Trump,14182,53712
oklahoma,texas,Donald Trump,4621,17340
oklahoma,tillman,Donald Trump,1944,8118
oklahoma,tulsa,Donald Trump,144258,741162
oklahoma,wagoner,Donald Trump,23005,93900
oklahoma,washington,Donald Trump,15825,66672
oklahoma,washita,Donald Trump,3854,13893
oklahoma,woods,Donald Trump,2947,11004
oklahoma,woodward,Donald Trump,6347,22785
oregon,baker,Donald Trump,6218,26337
oregon,benton,Hillary Clinton,29193,146259
oregon,clackamas,Hillary Clinton,102095,642117
oregon,clatsop,Hillary Clinton,9252,58992
oregon,columbia,Donald Trump,13217,79854
oregon,coos,Donald Trump,17865,93939
oregon,crook,Donald Trump,8511,36516
oregon,curry,Donald Trump,7212,37833
oregon,deschutes,Donald Trump,45692,295671
oregon,douglas,Donald Trump,34582,160563
oregon,gilliam,Donald Trump,671,3057
oregon,grant,Donald Trump,3210,13020
oregon,harney,Donald Trump,2912,11922
oregon,hood river,Hillary Clinton,6510,32730
oregon,jackson,Donald Trump,53870,327981
oregon,jefferson,Donald Trump,5483,28377
oregon,josephine,Donald Trump,26923,133680
oregon,klamath,Donald Trump,20435,91521
oregon,lake,Donald Trump,3022,11790
oregon,lane,Hillary Clinton,102753,575850
oregon,lincoln,Hillary Clinton,12501,75768
oregon,linn,Donald Trump,33488,176157
oregon,malheur,Donald Trump,7194,31305
oregon,marion,Donald Trump,63377,410520
oregon,morrow,Donald Trump,2721,12501
oregon,multnomah,Hillary Clinton,292561,1197309
oregon,polk,Donald Trump,18940,120885
oregon,sherman,Donald Trump,732,3051
oregon,tillamook,Donald Trump,6538,41409
oregon,umatilla,Donald Trump,17059,82791
oregon,union,Donald Trump,8431,38904
oregon,wallowa,Donald Trump,2848,13098
oregon,wasco,Donald Trump,5833,35892
oregon,washington,Hillary Clinton,153251,807696
oregon,wheeler,Donald Trump,591,2454
oregon,yamhill,Donald Trump,23250,146259
pennsylvania,adams,Donald Trump,31423,142467
pennsylvania,allegheny,Hillary Clinton,367617,1950342
pennsylvania,armstrong,Donald Trump,23484,94854
pennsylvania,beaver,Donald Trump,48167,250713
pennsylvania,bedford,Donald Trump,19552,70911
pennsylvania,berks,Donald Trump,96626,549195
pennsylvania,blair,Donald Trump,39135,164727
pennsylvania,bradford,Donald Trump,18141,77124
pennsylvania,bucks,Hillary Clinton,167060,1032891
pennsylvania,butler,Donald Trump,64428,291213
pennsylvania,cambria,Donald Trump,42258,189216
pennsylvania,cameron,Donald Trump,1589,6558
pennsylvania,carbon,Donald Trump,18743,86328
pennsylvania,centre,Hillary Clinton,37088,228444
pennsylvania,chester,Hillary Clinton,141682,806400
pennsylvania,clarion,Donald Trump,12576,52605
pennsylvania,clearfield,Donald Trump,24932,102813
pennsylvania,clinton,Donald Trump,10022,46182
pennsylvania,columbia,Donald Trump,18004,84684
pennsylvania,crawford,Donald Trump,24987,112476
pennsylvania,cumberland,Donald Trump,69076,364851
pennsylvania,dauphin,Hillary Clinton,64706,392616
pennsylvania,delaware,Hillary Clinton,177402,892902
pennsylvania,elk,Donald Trump,10025,43278
pennsylvania,erie,Donald Trump,60069,371037
pennsylvania,fayette,Donald Trump,34590,161301
pennsylvania,forest,Donald Trump,1683,7203
pennsylvania,franklin,Donald Trump,49768,209193
pennsylvania,fulton,Donald Trump,5694,20313
pennsylvania,greene,Donald Trump,10849,47292
pennsylvania,huntingdon,Donald Trump,14494,59118
pennsylvania,indiana,Donald Trump,24888,113310
pennsylvania,jefferson,Donald Trump,15192,58434
pennsylvania,juniata,Donald Trump,8273,31362
pennsylvania,lackawanna,Hillary Clinton,51983,310368
pennsylvania,lancaster,Donald Trump,137914,723336
pennsylvania,lawrence,Donald Trump,25428,122259
pennsylvania,lebanon,Donald Trump,40525,185535
pennsylvania,lehigh,Hillary Clinton,81324,482979
pennsylvania,luzerne,Donald Trump,78688,404949
pennsylvania,lycoming,Donald Trump,35627,151695
pennsylvania,mckean,Donald Trump,11635,48888
pennsylvania,mercer,Donald Trump,31544,156927
pennsylvania,mifflin,Donald Trump,14094,55803
pennsylvania,monroe,Hillary Clinton,33918,209256
pennsylvania,montgomery,Hillary Clinton,256082,1304061
pennsylvania,montour,Donald Trump,5288,25668
pennsylvania,northampton,Donald Trump,71736,430557
pennsylvania,northumberland,Donald Trump,25427,109866
pennsylvania,perry,Donald Trump,15616,63474
pennsylvania,philadelphia,Hillary Clinton,584025,2122893
pennsylvania,pike,Donald Trump,16056,78303
pennsylvania,potter,Donald Trump,6251,23352
pennsylvania,schuylkill,Donald Trump,44001,188607
pennsylvania,snyder,Donald Trump,11725,49089
pennsylvania,somerset,Donald Trump,27379,107319
pennsylvania,sullivan,Donald Trump,2291,9408
pennsylvania,susquehanna,Donald Trump,12891,56589
pennsylvania,tioga,Donald Trump,13614,54975
pennsylvania,union,Donald Trump,10622,52404
pennsylvania,venango,Donald Trump,16021,70044
pennsylvania,warren,Donald Trump,12477,55302
pennsylvania,washington,Donald Trump,61386,304350
pennsylvania,wayne,Donald Trump,16244,72054
pennsylvania,westmoreland,Donald Trump,116522,546153
pennsylvania,wyoming,Donald Trump,8837,39432
pennsylvania,york,Donald Trump,128528,617958
rhode island,bristol,Hillary Clinton,14609,76425
rhode island,newport,Hillary Clinton,22851,123135
rhode island,providence,Hillary Clinton,142899,745422
south carolina,abbeville,Donald Trump,6763,32325
south carolina,aiken,Donald Trump,46025,224553
south carolina,allendale,Hillary Clinton,2735,10776
south carolina,anderson,Donald Trump,56232,241449
south carolina,bamberg,Hillary Clinton,3898,18642
south carolina,barnwell,Donald Trump,4889,28455
south carolina,beaufort,Donald Trump,42922,235572
south carolina,berkeley,Donald Trump,44587,238551
south carolina,calhoun,Donald Trump,3787,22647
south carolina,charleston,Hillary Clinton,89299,529035
south carolina,cherokee,Donald Trump,15167,65277
south carolina,chester,Donald Trump,7265,42576
south carolina,chesterfield,Donald Trump,9312,49743
south carolina,clarendon,Hillary Clinton,7732,46185
south carolina,colleton,Donald Trump,9091,51753
south carolina,darlington,Donald Trump,14989,89022
south carolina,dillon,Hillary Clinton,5834,35094
south carolina,dorchester,Donald Trump,34987,187701
south carolina,edgefield,Donald Trump,6842,34932
south carolina,fairfield,Hillary Clinton,6945,33801
south carolina,florence,Donald Trump,29573,173793
south carolina,georgetown,Donald Trump,17389,94971
south carolina,greenville,Donald Trump,127832,645495
south carolina,greenwood,Donald Trump,16961,86289
south carolina,hampton,Hillary Clinton,5170,26418
south carolina,horry,Donald Trump,89288,398760
south carolina,jasper,Hillary Clinton,5956,34281
south carolina,kershaw,Donald Trump,17542,86985
south carolina,lancaster,Donald Trump,23719,116814
south carolina,laurens,Donald Trump,16816,79698
south carolina,lee,Hillary Clinton,5199,24468
south carolina,lexington,Donald Trump,80026,366279
south carolina,marion,Hillary Clinton,8569,42828
south carolina,marlboro,Hillary Clinton,5954,31167
south carolina,mccormick,Donald Trump,2652,15648
south carolina,newberry,Donald Trump,10017,50421
south carolina,oconee,Donald Trump,24178,100905
south carolina,orangeburg,Hillary Clinton,26318,116730
south carolina,pickens,Donald Trump,36236,147147
south carolina,richland,Hillary Clinton,108000,506166
south carolina,saluda,Donald Trump,5526,25692
south carolina,spartanburg,Donald Trump,76277,363270
south carolina,sumter,Hillary Clinton,24047,132258
south carolina,union,Donald Trump,7061,36276
south carolina,williamsburg,Hillary Clinton,9953,45162
south carolina,york,Donald Trump,66754,343071
south dakota,aurora,Donald Trump,974,4221
south dakota,beadle,Donald Trump,4455,20316
south dakota,bennett,Donald Trump,666,3447
south dakota,bon homme,Donald Trump,2105,8922
south dakota,brookings,Donald Trump,6748,38040
south dakota,brown,Donald Trump,9613,48342
south dakota,brule,Donald Trump,1565,6864
south dakota,buffalo,Hillary Clinton,296,1470
south dakota,butte,Donald Trump,3357,13053
south dakota,campbell,Donald Trump,704,2493
south dakota,charles mix,Donald Trump,2382,10299
south dakota,clark,Donald Trump,1139,4971
south dakota,clay,Hillary Clinton,2608,15207
south dakota,codington,Donald Trump,7764,35007
south dakota,corson,Donald Trump,588,3525
south dakota,custer,Donald Trump,3293,14163
south dakota,davison,Donald Trump,5157,23856
south dakota,day,Donald Trump,1627,8241
south dakota,deuel,Donald Trump,1366,6240
south dakota,dewey,Hillary Clinton,888,5124
south dakota,douglas,Donald Trump,1338,4815
south dakota,edmunds,Donald Trump,1433,5754
south dakota,fall river,Donald Trump,2511,10689
south dakota,faulk,Donald Trump,858,3354
south dakota,grant,Donald Trump,2382,10692
south dakota,gregory,Donald Trump,1600,6273
south dakota,haakon,Donald Trump,936,3132
south dakota,hamlin,Donald Trump,2051,8286
south dakota,hand,Donald Trump,1391,5454
south dakota,hanson,Donald Trump,1497,6018
south dakota,harding,Donald Trump,695,2310
south dakota,hughes,Donald Trump,5174,24525
south dakota,hutchinson,Donald Trump,2517,10095
south dakota,hyde,Donald Trump,543,2070
south dakota,jackson,Donald Trump,722,3285
south dakota,jerauld,Donald Trump,648,2901
south dakota,jones,Donald Trump,450,1674
south dakota,kingsbury,Donald Trump,1680,7653
south dakota,lake,Donald Trump,4038,20358
south dakota,lawrence,Donald Trump,7411,35526
south dakota,lincoln,Donald Trump,15499,75693
south dakota,lyman,Donald Trump,977,4263
south dakota,marshall,Donald Trump,1056,5841
south dakota,mccook,Donald Trump,1794,7761
south dakota,mcpherson,Donald Trump,892,3411
south dakota,meade,Donald Trump,8441,34863
south dakota,mellette,Donald Trump,402,2049
south dakota,miner,Donald Trump,706,3192
south dakota,minnehaha,Donald Trump,42043,234789
south dakota,moody,Donald Trump,1731,8799
south dakota,oglala lakota,Hillary Clinton,2510,8715
south dakota,pennington,Donald Trump,29804,143229
south dakota,perkins,Donald Trump,1333,4818
south dakota,potter,Donald Trump,1071,4011
south dakota,roberts,Donald Trump,2144,11667
south dakota,sanborn,Donald Trump,819,3369
south dakota,spink,Donald Trump,1854,8853
south dakota,stanley,Donald Trump,1148,4701
south dakota,sully,Donald Trump,679,2583
south dakota,todd,Hillary Clinton,1505,6375
south dakota,tripp,Donald Trump,2069,7890
south dakota,turner,Donald Trump,2937,12450
south dakota,union,Donald Trump,5290,23691
south dakota,walworth,Donald Trump,1896,7431
south dakota,yankton,Donald Trump,5659,28869
south dakota,ziebach,Donald Trump,368,2301
tennessee,anderson,Donald Trump,19212,89643
tennessee,bedford,Donald Trump,11486,46065
tennessee,benton,Donald Trump,4716,18984
tennessee,bledsoe,Donald Trump,3622,13992
tennessee,blount,Donald Trump,37443,156624
tennessee,bradley,Donald Trump,29768,115998
tennessee,campbell,Donald Trump,9870,37596
tennessee,cannon,Donald Trump,4007,15942
tennessee,carroll,Donald Trump,7756,31152
tennessee,carter,Donald Trump,16898,63252
tennessee,cheatham,Donald Trump,11297,47772
tennessee,chester,Donald Trump,5081,19521
tennessee,claiborne,Donald Trump,8602,32220
tennessee,clay,Donald Trump,2141,8760
tennessee,cocke,Donald Trump,9791,36378
tennessee,coffee,Donald Trump,14417,59913
tennessee,crockett,Donald Trump,3982,16191
tennessee,cumberland,Donald Trump,20413,79080
tennessee,davidson,Hillary Clinton,148864,747204
tennessee,decatur,Donald Trump,3588,13776
tennessee,dekalb,Donald Trump,5171,20865
tennessee,dickson,Donald Trump,13233,56097
tennessee,dyer,Donald Trump,10180,40008
tennessee,fayette,Donald Trump,13055,58182
tennessee,fentress,Donald Trump,6038,21999
tennessee,franklin,Donald Trump,11532,49212
tennessee,gibson,Donald Trump,13786,58641
tennessee,giles,Donald Trump,7970,33411
tennessee,grainger,Donald Trump,6626,24024
tennessee,greene,Donald Trump,18562,70749
tennessee,grundy,Donald Trump,3636,14289
tennessee,hamblen,Donald Trump,15857,62076
tennessee,hamilton,Donald Trump,78733,427224
tennessee,hancock,Donald Trump,1843,6693
tennessee,hardeman,Donald Trump,4919,27819
tennessee,hardin,Donald Trump,8012,29847
tennessee,hawkins,Donald Trump,16648,62322
tennessee,haywood,Hillary Clinton,3711,20502
tennessee,henderson,Donald Trump,8138,30651
tennessee,henry,Donald Trump,9508,38835
tennessee,hickman,Donald Trump,5695,23439
tennessee,houston,Donald Trump,2182,9504
tennessee,humphreys,Donald Trump,4930,21459
tennessee,jackson,Donald Trump,3236,13398
tennessee,jefferson,Donald Trump,14776,57216
tennessee,johnson,Donald Trump,5410,19737
tennessee,knox,Donald Trump,105767,542091
tennessee,lake,Donald Trump,1357,5910
tennessee,lauderdale,Donald Trump,4884,24261
tennessee,lawrence,Donald Trump,12420,46998
tennessee,lewis,Donald Trump,3585,13866
tennessee,lincoln,Donald Trump,10398,40044
tennessee,loudon,Donald Trump,17610,70173
tennessee,macon,Donald Trump,6263,22512
tennessee,madison,Donald Trump,21335,114360
tennessee,marion,Donald Trump,7696,32586
tennessee,marshall,Donald Trump,8184,34365
tennessee,maury,Donald Trump,23799,106107
tennessee,mcminn,Donald Trump,14691,56265
tennessee,mcnairy,Donald Trump,7841,30114
tennessee,meigs,Donald Trump,3342,12960
tennessee,monroe,Donald Trump,13374,51279
tennessee,montgomery,Donald Trump,32341,172860
tennessee,moore,Donald Trump,2325,8778
tennessee,morgan,Donald Trump,5441,20115
tennessee,obion,Donald Trump,9526,36747
tennessee,overton,Donald Trump,6059,24687
tennessee,perry,Donald Trump,2167,8565
tennessee,pickett,Donald Trump,2021,7845
tennessee,polk,Donald Trump,5097,19560
tennessee,putnam,Donald Trump,19002,81636
tennessee,rhea,Donald Trump,8660,33186
tennessee,roane,Donald Trump,15880,65007
tennessee,robertson,Donald Trump,19410,81339
tennessee,rutherford,Donald Trump,64515,322308
tennessee,scott,Donald Trump,6044,21369
tennessee,sequatchie,Donald Trump,4441,17082
tennessee,sevier,Donald Trump,28629,108936
tennessee,shelby,Hillary Clinton,208992,1012149
tennessee,smith,Donald Trump,5494,22308
tennessee,stewart,Donald Trump,3864,15897
tennessee,sullivan,Donald Trump,46979,186834
tennessee,sumner,Donald Trump,50129,214515
tennessee,tipton,Donald Trump,16910,70443
tennessee,trousdale,Donald Trump,2103,9480
tennessee,unicoi,Donald Trump,5671,21585
tennessee,union,Donald Trump,5053,18741
tennessee,van buren,Donald Trump,1820,7257
tennessee,warren,Donald Trump,9540,40836
tennessee,washington,Donald Trump,34252,149250
tennessee,wayne,Donald Trump,5036,17571
tennessee,weakley,Donald Trump,9008,36552
tennessee,white,Donald Trump,7671,29475
tennessee,williamson,Donald Trump,68212,318813
tennessee,wilson,Donald Trump,39406,170202
texas,anderson,Donald Trump,13201,50931
texas,andrews,Donald Trump,3927,14829
texas,angelina,Donald Trump,21668,89733
texas,aransas,Donald Trump,7740,31536
texas,archer,Donald Trump,3786,12849
texas,armstrong,Donald Trump,924,3063
texas,atascosa,Donald Trump,8618,41019
texas,austin,Donald Trump,9637,36822
texas,bailey,Donald Trump,1344,5379
texas,bandera,Donald Trump,8163,30654
texas,bastrop,Donald Trump,16328,85362
texas,baylor,Donald Trump,1267,4497
texas,bee,Donald Trump,4744,25455
texas,bell,Donald Trump,51998,284982
texas,bexar,Hillary Clinton,319550,1768935
texas,blanco,Donald Trump,4212,17055
texas,borden,Donald Trump,330,1095
texas,bosque,Donald Trump,6339,23514
texas,bowie,Donald Trump,24924,103806
texas,brazoria,Donald Trump,72791,363543
texas,brazos,Donald Trump,38738,201633
texas,brewster,Donald Trump,2077,12756
texas,briscoe,Donald Trump,625,2208
texas,brooks,Hillary Clinton,1937,7788
texas,brown,Donald Trump,12017,42078
texas,burleson,Donald Trump,5316,20880
texas,burnet,Donald Trump,14638,57612
texas,caldwell,Donald Trump,6691,36276
texas,calhoun,Donald Trump,4638,20895
texas,callahan,Donald Trump,4865,16737
texas,cameron,Hillary Clinton,59402,276237
texas,camp,Donald Trump,3201,13626
texas,carson,Donald Trump,2620,8892
texas,cass,Donald Trump,9726,37032
texas,castro,Donald Trump,1414,5991
texas,chambers,Donald Trump,13339,50358
texas,cherokee,Donald Trump,12919,50370
texas,childress,Donald Trump,1802,6252
texas,clay,Donald Trump,4377,15054
texas,cochran,Donald Trump,679,2703
texas,coke,Donald Trump,1265,4269
texas,coleman,Donald Trump,3177,10929
texas,collin,Donald Trump,201014,1084257
texas,collingsworth,Donald Trump,983,3468
texas,colorado,Donald Trump,6325,25539
texas,comal,Donald Trump,45136,186534
texas,comanche,Donald Trump,4333,15711
texas,concho,Donald Trump,885,3204
texas,cooke,Donald Trump,13181,47865
texas,coryell,Donald Trump,12225,54759
texas,cottle,Donald Trump,506,1836
texas,crane,Donald Trump,1049,4152
texas,crockett,Donald Trump,980,4185
texas,crosby,Donald Trump,1181,5184
texas,culberson,Hillary Clinton,454,2301
texas,dallam,Donald Trump,1261,4632
texas,dallas,Hillary Clinton,461080,2276919
texas,dawson,Donald Trump,2636,10689
texas,deaf smith,Donald Trump,2911,12648
texas,delta,Donald Trump,1836,6843
texas,denton,Donald Trump,170603,895935
texas,dickens,Donald Trump,755,2727
texas,dimmit,Hillary Clinton,2173,9675
texas,donley,Donald Trump,1225,4395
texas,duval,Hillary Clinton,2783,12504
texas,eastland,Donald Trump,6011,20889
texas,ector,Donald Trump,25020,109590
texas,edwards,Donald Trump,746,3219
texas,el paso,Hillary Clinton,147843,642024
texas,ellis,Donald Trump,44941,191019
texas,erath,Donald Trump,11210,41679
texas,falls,Donald Trump,3441,15744
texas,fannin,Donald Trump,9548,36132
texas,fayette,Donald Trump,8743,33522
texas,fisher,Donald Trump,1265,5187
texas,floyd,Donald Trump,1474,5877
texas,foard,Donald Trump,383,1539
texas,fort bend,Hillary Clinton,134686,786198
texas,franklin,Donald Trump,3585,13140
texas,freestone,Donald Trump,6026,23052
texas,frio,Hillary Clinton,2444,13200
texas,gaines,Donald Trump,3907,13860
texas,galveston,Donald Trump,73757,368709
texas,garza,Donald Trump,1225,4452
texas,gillespie,Donald Trump,10446,39642
texas,glasscock,Donald Trump,553,1812
texas,goliad,Donald Trump,2620,11124
texas,gonzales,Donald Trump,4587,19002
texas,gray,Donald Trump,6500,22215
texas,grayson,Donald Trump,35325,142248
texas,gregg,Donald Trump,28764,125247
texas,grimes,Donald Trump,7065,28599
texas,guadalupe,Donald Trump,36632,173466
texas,hale,Donald Trump,6366,26574
texas,hall,Donald Trump,893,3273
texas,hamilton,Donald Trump,3060,10860
texas,hansford,Donald Trump,1730,5841
texas,hardeman,Donald Trump,1207,4539
texas,hardin,Donald Trump,19606,68340
texas,harris,Hillary Clinton,707914,3936336
texas,harrison,Donald Trump,18749,79644
texas,hartley,Donald Trump,1730,5856
texas,haskell,Donald Trump,1403,5310
texas,hays,Donald Trump,33826,216492
texas,hemphill,Donald Trump,1462,5085
texas,henderson,Donald Trump,23650,90135
texas,hidalgo,Hillary Clinton,118809,520311
texas,hill,Donald Trump,10108,38910
texas,hockley,Donald Trump,5809,21933
texas,hood,Donald Trump,21382,78786
texas,hopkins,Donald Trump,10707,40614
texas,houston,Donald Trump,6205,25059
texas,howard,Donald Trump,6637,26169
texas,hudspeth,Donald Trump,503,2613
texas,hunt,Donald Trump,23910,94662
texas,hutchinson,Donald Trump,7042,24465
texas,irion,Donald Trump,660,2298
texas,jack,Donald Trump,2973,10050
texas,jackson,Donald Trump,4266,15906
texas,jasper,Donald Trump,10609,40257
texas,jeff davis,Donald Trump,695,3573
texas,jefferson,Donald Trump,42862,262854
texas,jim hogg,Hillary Clinton,1635,6357
texas,jim wells,Hillary Clinton,6694,37137
texas,johnson,Donald Trump,44382,172818
texas,jones,Donald Trump,4819,17880
texas,karnes,Donald Trump,2965,12594
texas,kaufman,Donald Trump,29587,123795
texas,kendall,Donald Trump,15700,60360
texas,kenedy,Hillary Clinton,99,558
texas,kent,Donald Trump,360,1302
texas,kerr,Donald Trump,17727,69891
texas,kimble,Donald Trump,1697,5856
texas,king,Donald Trump,149,477
texas,kinney,Donald Trump,936,4290
texas,kleberg,Hillary Clinton,4716,28536
texas,knox,Donald Trump,1078,4101
texas,la salle,Hillary Clinton,1129,6177
texas,lamar,Donald Trump,14561,55833
texas,lamb,Donald Trump,3111,11985
texas,lampasas,Donald Trump,6385,24615
texas,lee,Donald Trump,4997,19605
texas,leon,Donald Trump,6391,22317
texas,liberty,Donald Trump,18892,72801
texas,limestone,Donald Trump,5796,23217
texas,lipscomb,Donald Trump,1159,3996
texas,live oak,Donald Trump,3464,12906
texas,llano,Donald Trump,8299,31341
texas,loving,Donald Trump,58,195
texas,lubbock,Donald Trump,65651,297039
texas,lynn,Donald Trump,1546,6027
texas,madison,Donald Trump,3351,12867
texas,marion,Donald Trump,2983,12714
texas,martin,Donald Trump,1455,5286
texas,mason,Donald Trump,1656,6171
texas,matagorda,Donald Trump,8366,36588
texas,maverick,Hillary Clinton,10397,40764
texas,mcculloch,Donald Trump,2552,9309
texas,mclennan,Donald Trump,48260,237225
texas,mcmullen,Donald Trump,454,1497
texas,medina,Donald Trump,12085,51738
texas,menard,Donald Trump,682,2592
texas,midland,Donald Trump,36973,147636
texas,milam,Donald Trump,6364,25992
texas,mills,Donald Trump,1951,6735
texas,mitchell,Donald Trump,1780,6588
texas,montague,Donald Trump,7526,25812
texas,montgomery,Donald Trump,150314,613896
texas,moore,Donald Trump,3977,15852
texas,morris,Donald Trump,3446,14919
texas,motley,Donald Trump,566,1845
texas,nacogdoches,Donald Trump,14771,67866
texas,navarro,Donald Trump,11994,49299
texas,newton,Donald Trump,4288,16602
texas,nolan,Donald Trump,3552,14571
texas,nueces,Donald Trump,50766,313215
texas,ochiltree,Donald Trump,2628,9006
texas,oldham,Donald Trump,850,2844
texas,orange,Donald Trump,25513,96000
texas,palo pinto,Donald Trump,8284,30810
texas,panola,Donald Trump,8445,31248
texas,parker,Donald Trump,46473,170451
texas,parmer,Donald Trump,1915,7398
texas,pecos,Donald Trump,2468,12555
texas,polk,Donald Trump,15176,59556
texas,potter,Donald Trump,19630,85953
texas,presidio,Hillary Clinton,1458,6624
texas,rains,Donald Trump,3968,14103
texas,randall,Donald Trump,43462,162915
texas,reagan,Donald Trump,709,2712
texas,real,Donald Trump,1382,5043
texas,red river,Donald Trump,3926,15483
texas,reeves,Hillary Clinton,1659,9552
texas,refugio,Donald Trump,1830,8844
texas,roberts,Donald Trump,524,1662
texas,robertson,Donald Trump,4668,21105
texas,rockwall,Donald Trump,28451,119844
texas,runnels,Donald Trump,3250,11346
texas,rusk,Donald Trump,14675,56982
texas,sabine,Donald Trump,3998,13953
texas,san augustine,Donald Trump,2622,10707
texas,san jacinto,Donald Trump,8059,31029
texas,san patricio,Donald Trump,13030,64968
texas,san saba,Donald Trump,2025,7071
texas,schleicher,Donald Trump,821,3177
texas,scurry,Donald Trump,4410,15867
texas,shackelford,Donald Trump,1378,4512
texas,shelby,Donald Trump,7179,27258
texas,sherman,Donald Trump,807,2805
texas,smith,Donald Trump,58930,254304
texas,somervell,Donald Trump,3206,11691
texas,starr,Hillary Clinton,9289,35220
texas,stephens,Donald Trump,3034,10383
texas,sterling,Donald Trump,549,1899
texas,stonewall,Donald Trump,555,2103
texas,sutton,Donald Trump,1075,4248
texas,swisher,Donald Trump,1671,6612
texas,tarrant,Donald Trump,345921,2005542
texas,taylor,Donald Trump,33250,137277
texas,terrell,Donald Trump,288,1314
texas,terry,Donald Trump,2459,10065
texas,throckmorton,Donald Trump,715,2424
texas,titus,Donald Trump,6511,28257
texas,tom green,Donald Trump,27494,115437
texas,travis,Hillary Clinton,308260,1406160
texas,trinity,Donald Trump,4737,17955
texas,tyler,Donald Trump,6624,24048
texas,upshur,Donald Trump,13209,48039
texas,upton,Donald Trump,1007,4041
texas,uvalde,Donald Trump,4835,26892
texas,val verde,Hillary Clinton,6964,40851
texas,van zandt,Donald Trump,18473,65670
texas,victoria,Donald Trump,21275,93369
texas,walker,Donald Trump,12884,59388
texas,waller,Donald Trump,10531,50352
texas,ward,Donald Trump,2547,10335
texas,washington,Donald Trump,10945,44484
texas,webb,Hillary Clinton,42307,170715
texas,wharton,Donald Trump,10149,44196
texas,wheeler,Donald Trump,2087,6918
texas,wichita,Donald Trump,27631,114357
texas,wilbarger,Donald Trump,3166,12315
texas,willacy,Hillary Clinton,3422,15285
texas,williamson,Donald Trump,104175,609243
texas,wilson,Donald Trump,13998,58296
texas,winkler,Donald Trump,1403,5628
texas,wise,Donald Trump,20670,74328
texas,wood,Donald Trump,15700,56181
texas,yoakum,Donald Trump,1797,6909
texas,young,Donald Trump,6601,23121
texas,zapata,Hillary Clinton,2063,9426
texas,zavala,Hillary Clinton,2636,10188
utah,beaver,Donald Trump,1838,7473
utah,box elder,Donald Trump,12230,59205
utah,cache,Donald Trump,21139,138471
utah,carbon,Donald Trump,5275,23856
utah,daggett,Donald Trump,331,1422
utah,davis,Donald Trump,62219,415233
utah,duchesne,Donald Trump,5508,20826
utah,emery,Donald Trump,3425,12867
utah,garfield,Donald Trump,1606,7032
utah,grand,Donald Trump,1975,13599
utah,iron,Donald Trump,11561,52962
utah,juab,Donald Trump,2827,12531
utah,kane,Donald Trump,2265,10515
utah,millard,Donald Trump,3860,15726
utah,morgan,Donald Trump,3188,15576
utah,piute,Donald Trump,626,2187
utah,rich,Donald Trump,797,3327
utah,salt lake,Hillary Clinton,175863,1256604
utah,san juan,Donald Trump,2645,16341
utah,sanpete,Donald Trump,6673,30492
utah,sevier,Donald Trump,6740,25962
utah,summit,Hillary Clinton,10503,61923
utah,tooele,Donald Trump,11169,65487
utah,uintah,Donald Trump,9810,38391
utah,utah,Donald Trump,102182,604653
utah,wasatch,Donald Trump,6115,36360
utah,washington,Donald Trump,42650,185889
utah,wayne,Donald Trump,966,4263
utah,weber,Donald Trump,40235,255117
vermont,addison,Hillary Clinton,11219,57093
vermont,bennington,Hillary Clinton,9539,52143
vermont,chittenden,Hillary Clinton,54814,250254
vermont,essex,Donald Trump,1506,8775
vermont,franklin,Hillary Clinton,9351,64233
vermont,grand isle,Hillary Clinton,2094,12330
vermont,orange,Hillary Clinton,7541,43947
vermont,rutland,Hillary Clinton,13635,88857
vermont,washington,Hillary Clinton,18594,93258
vermont,windham,Hillary Clinton,14340,67905
vermont,windsor,Hillary Clinton,17556,89784
virginia,accomack,Donald Trump,8583,47454
virginia,albemarle,Hillary Clinton,33345,170178
virginia,alexandria,Hillary Clinton,57242,227310
