state,county,candidate,total votes,turnout rate
kentucky,henderson,Donald Trump,20697,0.45779694757796946
kentucky,henry,Donald Trump,8110,0.5029145479350118
kentucky,hickman,Donald Trump,2199,0.5020547945205479
kentucky,hopkins,Donald Trump,21512,0.48140357158841696
kentucky,jackson,Donald Trump,6113,0.45862405281716556
kentucky,jefferson,Joe Biden,386629,0.5042392831105552
kentucky,jessamine,Donald Trump,26280,0.48563244941328654
kentucky,johnson,Donald Trump,10192,0.459347394988282
kentucky,kenton,Donald Trump,82198,0.4922094875387729
kentucky,knott,Donald Trump,6252,0.42226124544103744
kentucky,knox,Donald Trump,13273,0.42616792422539734
kentucky,larue,Donald Trump,7301,0.507084317266287
kentucky,laurel,Donald Trump,28111,0.46225313666485784
kentucky,lawrence,Donald Trump,6955,0.45407064046484297
kentucky,lee,Donald Trump,2801,0.378360124273943
kentucky,leslie,Donald Trump,4813,0.4872937126657892
kentucky,letcher,Donald Trump,9135,0.4238389087366028
kentucky,lewis,Donald Trump,5883,0.44316384180790963
kentucky,lincoln,Donald Trump,10914,0.44458022730050106
kentucky,livingston,Donald Trump,5004,0.5442680008701327
kentucky,logan,Donald Trump,12350,0.45568592723784224
kentucky,lyon,Donald Trump,4228,0.5149817295980511
kentucky,madison,Donald Trump,43957,0.47272199339692644
kentucky,magoffin,Donald Trump,5447,0.4479072444700271
kentucky,marion,Donald Trump,8928,0.46323872775385255
kentucky,marshall,Donald Trump,17603,0.5660128617363344
kentucky,martin,Donald Trump,3936,0.35158552925413133
kentucky,mason,Donald Trump,7958,0.46619800820152313
kentucky,mccracken,Donald Trump,33549,0.5128405026139594
kentucky,mccreary,Donald Trump,6438,0.3736289246126168
kentucky,mclean,Donald Trump,4782,0.519387422613229
kentucky,meade,Donald Trump,14113,0.49394512109757804
kentucky,menifee,Donald Trump,3102,0.47803975959315764
kentucky,mercer,Donald Trump,11735,0.5350385264213742
kentucky,metcalfe,Donald Trump,5012,0.4976665673716612
kentucky,monroe,Donald Trump,5330,0.5004694835680751
kentucky,montgomery,Donald Trump,12842,0.45608552047448236
kentucky,morgan,Donald Trump,5544,0.41656022240589075
kentucky,muhlenberg,Donald Trump,14235,0.4648618640193325
kentucky,nelson,Donald Trump,23256,0.5030173252871326
kentucky,nicholas,Donald Trump,3396,0.46718943458522494
kentucky,ohio,Donald Trump,11129,0.46382428940568476
kentucky,oldham,Donald Trump,37976,0.5685115046632435
kentucky,owen,Donald Trump,5458,0.5006880102742868
kentucky,owsley,Donald Trump,1896,0.429445073612684
kentucky,pendleton,Donald Trump,6925,0.4746401644962303
kentucky,perry,Donald Trump,10626,0.41253202888423013
kentucky,pike,Donald Trump,25395,0.43878291519800955
kentucky,powell,Donald Trump,5505,0.44542438708633386
kentucky,pulaski,Donald Trump,31557,0.4856492097446867
kentucky,robertson,Donald Trump,1146,0.5436432637571158
kentucky,rockcastle,Donald Trump,7784,0.4662473794549266
kentucky,rowan,Donald Trump,10065,0.4114881439084219
kentucky,russell,Donald Trump,8955,0.49963733749930256
kentucky,scott,Donald Trump,28969,0.5081924075503473
kentucky,shelby,Donald Trump,23550,0.48037695822454307
kentucky,simpson,Donald Trump,8732,0.47017014861081197
kentucky,spencer,Donald Trump,11433,0.5908221797323135
kentucky,taylor,Donald Trump,12517,0.4857386782568202
kentucky,todd,Donald Trump,5363,0.4362290548234911
kentucky,trigg,Donald Trump,7376,0.5034468636953109
kentucky,trimble,Donald Trump,4320,0.5099752095384252
kentucky,union,Donald Trump,6577,0.45733954523329395
kentucky,warren,Donald Trump,55401,0.41687484950638093
kentucky,washington,Donald Trump,6225,0.5146754857379082
kentucky,wayne,Donald Trump,9240,0.45443367924064326
kentucky,webster,Donald Trump,5993,0.46306598670993665
kentucky,whitley,Donald Trump,15356,0.4234502536951246
kentucky,wolfe,Donald Trump,2979,0.41623585301103816
kentucky,woodford,Donald Trump,15211,0.5689758360140645
louisiana,acadia,Donald Trump,28425,0.45813522443387866
louisiana,allen,Donald Trump,9810,0.38279939126702306
louisiana,ascension,Donald Trump,62325,0.4922830242330416
louisiana,assumption,Donald Trump,11235,0.5132246128545978
louisiana,avoyelles,Donald Trump,17292,0.43074930251096055
louisiana,beauregard,Donald Trump,16357,0.43622156439181803
louisiana,bienville,Donald Trump,7050,0.5324371271052035
louisiana,bossier,Donald Trump,54655,0.4302222152252458
louisiana,caddo,Joe Biden,104912,0.4367620855606068
louisiana,calcasieu,Donald Trump,82663,0.4063341788080772
louisiana,caldwell,Donald Trump,4762,0.48013712442024603
louisiana,cameron,Donald Trump,4039,0.5792341890147713
louisiana,catahoula,Donald Trump,4858,0.511691594691384
louisiana,claiborne,Donald Trump,6580,0.419910657306956
louisiana,concordia,Donald Trump,8828,0.45838309361856794
louisiana,east baton rouge,Joe Biden,208182,0.4730774737023899
louisiana,east carroll,Joe Biden,3036,0.4425010931351115
louisiana,east feliciana,Donald Trump,10509,0.5492030310948524
louisiana,evangeline,Donald Trump,15412,0.4615062135050157
louisiana,franklin,Donald Trump,9720,0.4856357731701224
louisiana,grant,Donald Trump,9392,0.41949171468131674
louisiana,iberia,Donald Trump,32713,0.4684662752398682
louisiana,iberville,Joe Biden,16719,0.514256713112485
louisiana,jackson,Donald Trump,7632,0.4847560975609756
louisiana,jefferson,Donald Trump,193733,0.44794482222833665
louisiana,lafayette,Donald Trump,114521,0.46859936985965056
louisiana,lafourche,Donald Trump,45388,0.46497428647530065
louisiana,lincoln,Donald Trump,19275,0.4123700312352916
louisiana,livingston,Donald Trump,65230,0.46331744667552155
louisiana,madison,Joe Biden,4670,0.4264450735092686
louisiana,morehouse,Donald Trump,11574,0.46530513789499073
louisiana,natchitoches,Donald Trump,16554,0.4338277687509828
louisiana,orleans,Joe Biden,177819,0.4557778666338583
louisiana,ouachita,Donald Trump,69166,0.4512425054965129
louisiana,plaquemines,Donald Trump,11014,0.4748027762210631
louisiana,pointe coupee,Donald Trump,12371,0.5693051081454211
louisiana,rapides,Donald Trump,58865,0.4540370850302357
louisiana,red river,Donald Trump,4132,0.4894574745321014
louisiana,richland,Donald Trump,9940,0.4939866812444091
louisiana,sabine,Donald Trump,10596,0.44364428069000167
louisiana,st. bernard,Donald Trump,17650,0.3735924138514944
louisiana,st. charles,Donald Trump,28517,0.5370433145009417
louisiana,st. helena,Joe Biden,6158,0.6077773391235689
louisiana,st. james,Joe Biden,12590,0.5967956010618126
louisiana,st. john the baptist,Joe Biden,21432,0.5003151481196162
louisiana,st. landry,Donald Trump,41154,0.5011202571720812
louisiana,st. martin,Donald Trump,27038,0.5060358219011435
louisiana,st. mary,Donald Trump,23186,0.4698468023020183
louisiana,st. tammany,Donald Trump,140110,0.538017579362489
louisiana,tangipahoa,Donald Trump,57661,0.42788554297333
louisiana,tensas,Joe Biden,2554,0.5892939547761883
louisiana,terrebonne,Donald Trump,46240,0.41860928291433175
louisiana,union,Donald Trump,11201,0.5066491767685906
louisiana,vermilion,Donald Trump,27324,0.4591420073599839
louisiana,vernon,Donald Trump,17268,0.36408104746041453
louisiana,washington,Donald Trump,19513,0.42241416634194917
louisiana,webster,Donald Trump,18216,0.4751173708920188
louisiana,west baton rouge,Donald Trump,14097,0.5326657849990554
louisiana,west carroll,Donald Trump,5052,0.4664819944598338
louisiana,west feliciana,Donald Trump,6268,0.4026207605344296
louisiana,winn,Donald Trump,6225,0.44771288837744533
maine,cumberland,Joe Biden,6002,0.020345555807907038
maine,franklin,Donald Trump,861,0.028510877843637206
maine,hancock,Donald Trump,1472,0.02676996380962773
maine,knox,Donald Trump,475,0.011943075530523987
maine,lincoln,Donald Trump,2596,0.07495524628977306
maine,oxford,Donald Trump,2325,0.040103492884864166
maine,penobscot,Joe Biden,845,0.005553802876146909
maine,waldo,Donald Trump,502,0.012640060430567795
maine,washington,Donald Trump,988,0.031486025685968325
maine,york,Joe Biden,9658,0.04651297190824548
maryland,allegany,Donald Trump,30641,0.43514258123153826
maryland,anne arundel,Joe Biden,309617,0.5345283598683779
maryland,baltimore,Joe Biden,414932,0.5015071854188573
maryland,baltimore city,Joe Biden,237461,N/A
maryland,calvert,Donald Trump,49112,0.5307970818697649
maryland,caroline,Donald Trump,15794,0.47278931928396095
maryland,carroll,Donald Trump,100327,0.5955998029053649
maryland,cecil,Donald Trump,47462,0.4614457245637062
maryland,charles,Joe Biden,89498,0.5482031398347391
maryland,dorchester,Donald Trump,15977,0.5003914936264837
maryland,frederick,Joe Biden,145615,0.5610351882318039
maryland,garrett,Donald Trump,15611,0.5380505962638726
maryland,harford,Donald Trump,148186,0.5801183052055073
maryland,howard,Joe Biden,183062,0.5620743651938961
maryland,kent,Joe Biden,10794,0.5557615075687364
maryland,montgomery,Joe Biden,533743,0.50799380977036
maryland,prince george's,Joe Biden,424855,0.4672191631833213
maryland,queen anne's,Donald Trump,30290,0.6012187134038626
maryland,somerset,Donald Trump,10147,0.3961196127420362
maryland,st. mary's,Donald Trump,55665,0.4903973218218659
maryland,talbot,Joe Biden,22555,0.606627040692827
maryland,washington,Donald Trump,67779,0.4487219379141868
maryland,wicomico,Donald Trump,46216,0.4460616355721993
maryland,worcester,Donald Trump,31691,0.606224653760808
massachusetts,barnstable,Joe Biden,28427,0.13346635992300107
massachusetts,essex,Joe Biden,2512,0.003183639741760178
massachusetts,franklin,Joe Biden,20346,0.28991165574237676
massachusetts,hampden,Donald Trump,3339,0.0071595207259440964
massachusetts,nantucket,Joe Biden,7306,0.6409334152118606
massachusetts,norfolk,Joe Biden,6853,0.009696155070567012
massachusetts,plymouth,Joe Biden,37336,0.07163441429618458
massachusetts,worcester,Joe Biden,71370,0.08592356089773688
michigan,alcona,Donald Trump,7064,0.6789043728976454
michigan,alger,Donald Trump,5128,0.5630215195432586
michigan,allegan,Donald Trump,67094,0.5682031825611233
michigan,alpena,Donald Trump,16969,0.5973948248547791
michigan,antrim,Donald Trump,15949,0.6838020922654776
michigan,arenac,Donald Trump,8831,0.5933615534502452
michigan,baraga,Donald Trump,4038,0.49189913509562677
michigan,barry,Donald Trump,35905,0.5833468724614135
michigan,bay,Donald Trump,60255,0.5842852432946105
michigan,benzie,Donald Trump,12262,0.6901947540245412
michigan,berrien,Donald Trump,82391,0.5370955860783176
michigan,branch,Donald Trump,20536,0.47190753039042216
michigan,calhoun,Donald Trump,66281,0.494048107096803
michigan,cass,Donald Trump,26216,0.5062274315948018
michigan,charlevoix,Donald Trump,17000,0.6502696706575374
michigan,cheboygan,Donald Trump,15868,0.6277892071530305
michigan,chippewa,Donald Trump,17642,0.4723553508795416
michigan,clare,Donald Trump,16281,0.5260420032310178
michigan,clinton,Donald Trump,47927,0.6021358125510397
michigan,crawford,Donald Trump,7861,0.5603392971701475
michigan,delta,Donald Trump,21151,0.5910742231164766
michigan,dickinson,Donald Trump,14589,0.5780339950077261
michigan,eaton,Donald Trump,64327,0.5833696085899808
michigan,emmet,Donald Trump,22177,0.6636839742630555
michigan,genesee,Joe Biden,221360,0.5454729148647284
michigan,gladwin,Donald Trump,14603,0.5738142952571811
michigan,gogebic,Donald Trump,8266,0.5914847942754919
michigan,grand traverse,Donald Trump,60236,0.6470866277071159
michigan,gratiot,Donald Trump,19127,0.4698238805236914
michigan,hillsdale,Donald Trump,23302,0.5109527464093849
michigan,houghton,Donald Trump,18501,0.5184676605761686
michigan,huron,Donald Trump,18437,0.5951066782866918
michigan,ingham,Joe Biden,144550,0.49434690122637703
michigan,ionia,Donald Trump,32209,0.49784379492093916
michigan,iosco,Donald Trump,15363,0.611414016794683
michigan,iron,Donald Trump,6789,0.6135008133020061
michigan,isabella,Donald Trump,29421,0.42106995649187084
michigan,jackson,Donald Trump,80861,0.5101318528799444
michigan,kalamazoo,Joe Biden,143414,0.5410501535466639
michigan,kalkaska,Donald Trump,10631,0.5893668921166426
michigan,kent,Joe Biden,361048,0.5495779771826076
michigan,keweenaw,Donald Trump,1557,0.7358223062381852
michigan,lake,Donald Trump,6323,0.5334514468910825
michigan,lapeer,Donald Trump,52650,0.6009793737943315
michigan,leelanau,Joe Biden,16900,0.7766187215661045
michigan,lenawee,Donald Trump,53375,0.5421478705142659
michigan,livingston,Donald Trump,127197,0.6625016276465533
michigan,luce,Donald Trump,3001,0.48177877668967733
michigan,mackinac,Donald Trump,7015,0.64959718492453
michigan,macomb,Donald Trump,494256,0.5655284150979665
michigan,manistee,Donald Trump,14655,0.5967505497190325
michigan,marquette,Joe Biden,37462,0.561657596065908
michigan,mason,Donald Trump,17254,0.5920258029096899
michigan,mecosta,Donald Trump,21049,0.48440844130439786
michigan,menominee,Donald Trump,12607,0.5534240561896401
michigan,midland,Donald Trump,49088,0.5903121843282505
michigan,missaukee,Donald Trump,8755,0.579110993517661
michigan,monroe,Donald Trump,87148,0.5790564784053156
michigan,montcalm,Donald Trump,32100,0.5024417731029301
michigan,montmorency,Donald Trump,5859,0.6281089193825042
michigan,muskegon,Joe Biden,92444,0.53261583489854
michigan,newaygo,Donald Trump,27161,0.5545324622294814
michigan,oakland,Joe Biden,770351,0.6125642501813
michigan,oceana,Donald Trump,14062,0.5313031322023652
michigan,ogemaw,Donald Trump,11907,0.5670810115730819
michigan,ontonagon,Donald Trump,3804,0.6650349650349651
michigan,osceola,Donald Trump,12329,0.5255328218243819
michigan,oscoda,Donald Trump,4874,0.5914330785098896
michigan,otsego,Donald Trump,14757,0.5982244203016053
michigan,ottawa,Donald Trump,168713,0.5781208237672618
michigan,presque isle,Donald Trump,8344,0.6626429479034307
michigan,roscommon,Donald Trump,15018,0.6252550064532245
michigan,saginaw,Joe Biden,103349,0.5424033924813293
michigan,sanilac,Donald Trump,22446,0.5452028175856206
michigan,schoolcraft,Donald Trump,4745,0.5862367185569558
michigan,shiawassee,Donald Trump,39224,0.5757904935263204
michigan,st. clair,Donald Trump,92064,0.5785531144738827
michigan,st. joseph,Donald Trump,27936,0.45823764844826453
michigan,tuscola,Donald Trump,29445,0.5635946023542923
michigan,van buren,Donald Trump,39066,0.5162202518598782
michigan,washtenaw,Joe Biden,216418,0.5887307161841235
michigan,wayne,Joe Biden,872469,0.4987409558902971
michigan,wexford,Donald Trump,18265,0.5431001159644375
minnesota,aitkin,Donald Trump,10025,0.6310587939065844
minnesota,anoka,Donald Trump,211132,0.5915370628234259
minnesota,becker,Donald Trump,19401,0.5636057287278854
minnesota,beltrami,Donald Trump,24189,0.5126091379164194
minnesota,benton,Donald Trump,22260,0.54440069456333
minnesota,big stone,Donald Trump,2974,0.5958725706271288
minnesota,blue earth,Joe Biden,36051,0.532881025231697
minnesota,brown,Donald Trump,14635,0.5852127319257837
minnesota,carlton,Joe Biden,20369,0.5678403166903627
minnesota,carver,Donald Trump,66361,0.6314742741866418
minnesota,cass,Donald Trump,18289,0.6141576278585581
minnesota,chippewa,Donald Trump,6611,0.5602542372881356
minnesota,chisago,Donald Trump,34570,0.6110040827868998
minnesota,clay,Joe Biden,32239,0.5019930864812681
minnesota,clearwater,Donald Trump,4708,0.5339079156271264
minnesota,cook,Joe Biden,3806,0.6966868021233754
minnesota,cottonwood,Donald Trump,6107,0.5454626652375848
minnesota,crow wing,Donald Trump,40173,0.6175236338482822
minnesota,dakota,Joe Biden,262259,0.6112964167255216
minnesota,dodge,Donald Trump,12187,0.5821629884398586
minnesota,douglas,Donald Trump,24165,0.6335701738286883
minnesota,faribault,Donald Trump,7914,0.5796528235552626
minnesota,fillmore,Donald Trump,12141,0.5763041724023354
minnesota,freeborn,Donald Trump,16818,0.5553977741818302
minnesota,goodhue,Donald Trump,28636,0.6179542511868796
minnesota,grant,Donald Trump,3654,0.6118553248492967
minnesota,hennepin,Joe Biden,755969,0.5972059726206173
minnesota,houston,Donald Trump,11440,0.6150537634408603
minnesota,hubbard,Donald Trump,12965,0.6032757898655251
minnesota,isanti,Donald Trump,24235,0.5969799980293625
minnesota,itasca,Donald Trump,26561,0.5885442056281852
minnesota,jackson,Donald Trump,5819,0.5910014218972172
minnesota,kanabec,Donald Trump,9242,0.5657097386301034
minnesota,kandiyohi,Donald Trump,23367,0.5409152989652538
minnesota,kittson,Donald Trump,2639,0.6140065146579805
minnesota,koochiching,Donald Trump,6922,0.5660315643143348
minnesota,lac qui parle,Donald Trump,4040,0.6099954703306658
minnesota,lake,Joe Biden,7202,0.6768160887134668
minnesota,lake of the woods,Donald Trump,2408,0.6438502673796791
minnesota,le sueur,Donald Trump,16818,0.5821996053588119
minnesota,lincoln,Donald Trump,3115,0.5524029083170775
minnesota,lyon,Donald Trump,12893,0.5061238910261443
minnesota,mahnomen,Donald Trump,2304,0.41686267414510586
minnesota,marshall,Donald Trump,5113,0.5476649528706083
minnesota,martin,Donald Trump,11009,0.5593151450490271
minnesota,mcleod,Donald Trump,20933,0.5832056389825314
minnesota,meeker,Donald Trump,13529,0.582594091809491
minnesota,mille lacs,Donald Trump,14689,0.5590059748068653
minnesota,morrison,Donald Trump,19558,0.5858144132271011
minnesota,mower,Donald Trump,19345,0.48287654136089064
minnesota,murray,Donald Trump,4896,0.5975103734439834
minnesota,nicollet,Joe Biden,19125,0.5580031510766178
minnesota,nobles,Donald Trump,8715,0.4029312497110361
minnesota,norman,Donald Trump,3441,0.5397647058823529
minnesota,olmsted,Joe Biden,91385,0.577315484576071
minnesota,otter tail,Donald Trump,36399,0.6195996323153917
minnesota,pennington,Donald Trump,7277,0.5154047737091862
minnesota,pine,Donald Trump,16001,0.5409581121741777
minnesota,pipestone,Donald Trump,4940,0.5413105413105413
minnesota,polk,Donald Trump,15594,0.4971942354291544
minnesota,pope,Donald Trump,7022,0.624233265179127
minnesota,ramsey,Joe Biden,295977,0.5378261051277345
minnesota,red lake,Donald Trump,2196,0.541553637484587
minnesota,redwood,Donald Trump,8284,0.5460777851021753
minnesota,renville,Donald Trump,8128,0.5587022271102557
minnesota,rice,Donald Trump,35686,0.532849549065281
minnesota,rock,Donald Trump,5240,0.5625335480407944
minnesota,roseau,Donald Trump,8421,0.5552917903066271
minnesota,scott,Donald Trump,87965,0.5903176232946119
minnesota,sherburne,Donald Trump,55612,0.5719163290071783
minnesota,sibley,Donald Trump,8452,0.5685839219643458
minnesota,stearns,Donald Trump,84835,0.5266801179574733
minnesota,steele,Donald Trump,21128,0.5764959480476957
minnesota,stevens,Donald Trump,5085,0.5186129525752168
minnesota,swift,Donald Trump,5193,0.5604360025901144
minnesota,todd,Donald Trump,13257,0.5375040544923776
minnesota,traverse,Donald Trump,1864,0.5719545872967168
minnesota,wabasha,Donald Trump,13123,0.6067878115318814
minnesota,wadena,Donald Trump,7677,0.5611021780441456
minnesota,waseca,Donald Trump,10389,0.5581882656350742
minnesota,washington,Joe Biden,166786,0.6355204999237921
minnesota,watonwan,Donald Trump,5201,0.47728732678718916
minnesota,wilkin,Donald Trump,3430,0.5526019010794264
minnesota,winona,Joe Biden,27173,0.538249742492671
minnesota,wright,Donald Trump,82426,0.5956625739826705
minnesota,yellow medicine,Donald Trump,5528,0.5693686270470697
mississippi,adams,Joe Biden,13759,0.44827810901508486
mississippi,alcorn,Donald Trump,15813,0.42792195491570373
mississippi,amite,Donald Trump,7207,0.5860779051801253
mississippi,attala,Donald Trump,8832,0.4859689666556619
mississippi,benton,Donald Trump,4292,0.5196755055091415
mississippi,bolivar,Joe Biden,13755,0.4490988637847721
mississippi,calhoun,Donald Trump,6595,0.45922985864494115
mississippi,carroll,Donald Trump,5705,0.573539760731879
mississippi,chickasaw,Donald Trump,8148,0.476407647781091
mississippi,choctaw,Donald Trump,4225,0.5146163215590743
mississippi,claiborne,Joe Biden,4453,0.4954383622607922
mississippi,clarke,Donald Trump,8347,0.537095425004826
mississippi,clay,Joe Biden,10206,0.5283702629944088
mississippi,coahoma,Joe Biden,8507,0.3845145543301392
mississippi,copiah,Joe Biden,12897,0.45954035275253874
mississippi,covington,Donald Trump,9371,0.5028439579308864
mississippi,desoto,Donald Trump,76248,0.4122739192732975
mississippi,forrest,Donald Trump,31725,0.4235817188939477
mississippi,franklin,Donald Trump,4464,0.5787631271878646
mississippi,george,Donald Trump,11064,0.4515918367346939
mississippi,greene,Donald Trump,5816,0.4280877373767113
mississippi,grenada,Donald Trump,10919,0.5260140668657867
mississippi,hancock,Donald Trump,20957,0.4399773261672825
mississippi,harrison,Donald Trump,75865,0.36459534794309884
mississippi,hinds,Joe Biden,100191,0.4321557971014493
mississippi,holmes,Joe Biden,8115,0.47707231040564374
mississippi,humphreys,Joe Biden,4189,0.519469246031746
mississippi,issaquena,Joe Biden,676,0.5094197437829691
mississippi,itawamba,Donald Trump,10826,0.462847370671227
mississippi,jackson,Donald Trump,54623,0.38033798227229365
mississippi,jasper,Joe Biden,8742,0.5336019044131112
mississippi,jefferson,Joe Biden,3911,0.5595135908440629
mississippi,jones,Donald Trump,30091,0.4418778818761197
mississippi,kemper,Joe Biden,4732,0.4857318825703141
mississippi,lafayette,Donald Trump,23481,0.43468039023306615
mississippi,lamar,Donald Trump,28526,0.4503417899373254
mississippi,lauderdale,Donald Trump,31266,0.4218010118043845
mississippi,lawrence,Donald Trump,6617,0.5257428889242015
mississippi,leake,Donald Trump,9204,0.40393223909418063
mississippi,lee,Donald Trump,37003,0.4331078233999719
mississippi,leflore,Joe Biden,10893,0.38650959798460066
mississippi,lincoln,Donald Trump,16818,0.492431118788979
mississippi,lowndes,Donald Trump,27274,0.46546633671815
mississippi,madison,Donald Trump,56335,0.530102002408913
mississippi,marion,Donald Trump,12194,0.49623570585602084
mississippi,marshall,Joe Biden,15830,0.44851816172720577
mississippi,monroe,Donald Trump,17279,0.49015658686032
mississippi,montgomery,Donald Trump,5078,0.5194884910485934
mississippi,neshoba,Donald Trump,11720,0.40250017171509034
mississippi,newton,Donald Trump,10189,0.4847749548006471
mississippi,noxubee,Joe Biden,5341,0.5127195929730248
mississippi,oktibbeha,Joe Biden,19812,0.3995402020690907
mississippi,panola,Donald Trump,15635,0.45727070659803465
mississippi,pearl river,Donald Trump,24056,0.43316827226073645
mississippi,perry,Donald Trump,5922,0.49461287897769984
mississippi,pike,Joe Biden,17360,0.44186520057014866
mississippi,pontotoc,Donald Trump,14377,0.4468514949959595
mississippi,prentiss,Donald Trump,10661,0.424301520337499
mississippi,quitman,Joe Biden,3229,0.4754122497055359
mississippi,rankin,Donald Trump,70655,0.4550431181611505
mississippi,scott,Donald Trump,10744,0.38202247191011235
mississippi,sharkey,Joe Biden,2183,0.5052071279796343
mississippi,simpson,Donald Trump,11820,0.44339410308350213
mississippi,smith,Donald Trump,8327,0.523184217139985
mississippi,stone,Donald Trump,7878,0.42964659685863876
mississippi,sunflower,Joe Biden,9683,0.3856232576662684
mississippi,tallahatchie,Joe Biden,5691,0.41212252878557465
mississippi,tate,Donald Trump,13101,0.4625895978249356
mississippi,tippah,Donald Trump,10102,0.4588689529866
mississippi,tishomingo,Donald Trump,9147,0.471908373316824
mississippi,tunica,Joe Biden,3565,0.3701204318936877
mississippi,union,Donald Trump,12683,0.4401526982474406
mississippi,walthall,Donald Trump,7122,0.498530029399412
mississippi,warren,Joe Biden,21056,0.46398272404750884
mississippi,washington,Joe Biden,18025,0.4105080962900544
mississippi,wayne,Donald Trump,10066,0.4987365604716841
mississippi,webster,Donald Trump,5402,0.5575394777582826
mississippi,wilkinson,Joe Biden,4130,0.47856315179606024
mississippi,winston,Donald Trump,9244,0.5148426622110832
mississippi,yalobusha,Donald Trump,6538,0.5399735711925999
mississippi,yazoo,Joe Biden,10441,0.35166722802290334
missouri,adair,Donald Trump,10336,0.4078443751726315
missouri,andrew,Donald Trump,9752,0.5505871725383921
missouri,atchison,Donald Trump,2814,0.5471514680147773
missouri,audrain,Donald Trump,10656,0.41972585473452023
missouri,barry,Donald Trump,15598,0.43583223895610385
missouri,barton,Donald Trump,6077,0.5170154840905223
missouri,bates,Donald Trump,8416,0.5204056393767005
missouri,benton,Donald Trump,10476,0.5388057398549606
missouri,bollinger,Donald Trump,5983,0.4931179428006264
missouri,boone,Joe Biden,91168,0.5051894294121233
missouri,buchanan,Donald Trump,36598,0.41891396914060713
missouri,butler,Donald Trump,18141,0.42706812938462263
missouri,caldwell,Donald Trump,4682,0.5190687361419069
missouri,callaway,Donald Trump,21144,0.4725655409784771
missouri,camden,Donald Trump,24812,0.5358384623690746
missouri,cape girardeau,Donald Trump,40328,0.5113159462920465
missouri,carroll,Donald Trump,4532,0.5221799746514575
missouri,carter,Donald Trump,2897,0.4842861919090605
missouri,cass,Donald Trump,57408,0.542711287577992
missouri,cedar,Donald Trump,7044,0.49090528956721724
missouri,chariton,Donald Trump,4077,0.5490169674117964
missouri,christian,Donald Trump,46839,0.5286867204695525
missouri,clark,Donald Trump,3394,0.49933794321023983
missouri,clay,Donald Trump,126569,0.5063813273160818
missouri,clinton,Donald Trump,10888,0.5340658262618335
missouri,cole,Donald Trump,39529,0.5150693856277282
missouri,cooper,Donald Trump,8693,0.49088034332825115
missouri,crawford,Donald Trump,10973,0.45873745819397993
missouri,dade,Donald Trump,4119,0.5447692104219019
missouri,dallas,Donald Trump,8104,0.4801516767389501
missouri,daviess,Donald Trump,3911,0.4724571152452283
missouri,dekalb,Donald Trump,4843,0.38598868255359847
missouri,dent,Donald Trump,7142,0.45861426828485197
missouri,douglas,Donald Trump,7000,0.5309063329541145
missouri,dunklin,Donald Trump,10419,0.35766022450310664
missouri,franklin,Donald Trump,53685,0.5163657699077592
missouri,gasconade,Donald Trump,7923,0.5387596899224806
missouri,gentry,Donald Trump,3237,0.4926190838532948
missouri,greene,Donald Trump,141800,0.4838170366377104
missouri,grundy,Donald Trump,4437,0.4504568527918782
missouri,harrison,Donald Trump,3826,0.4580938697318008
missouri,henry,Donald Trump,10788,0.4943181818181818
missouri,hickory,Donald Trump,5080,0.5322715842414082
missouri,holt,Donald Trump,2343,0.5321371791960027
missouri,howard,Donald Trump,5092,0.5091490850914908
missouri,howell,Donald Trump,18650,0.46489019617618466
missouri,iron,Donald Trump,4592,0.45353086419753086
missouri,jackson,Joe Biden,333063,0.4737664133278142
missouri,jasper,Donald Trump,52352,0.4314914941316102
missouri,jefferson,Donald Trump,116688,0.5184266997214336
missouri,johnson,Donald Trump,23123,0.42771262624394213
missouri,knox,Donald Trump,1854,0.4683000757767113
missouri,laclede,Donald Trump,16793,0.47008929821123646
missouri,lafayette,Donald Trump,17055,0.5214320655497126
missouri,lawrence,Donald Trump,17905,0.46682309998696386
missouri,lewis,Donald Trump,4609,0.4714607201309329
missouri,lincoln,Donald Trump,29018,0.4917221629132564
missouri,linn,Donald Trump,5726,0.4803691275167785
missouri,livingston,Donald Trump,6758,0.4438169041833585
missouri,macon,Donald Trump,7836,0.5183568168287359
missouri,madison,Donald Trump,5676,0.4695565850430179
missouri,maries,Donald Trump,4771,0.5485799701046338
missouri,marion,Donald Trump,13348,0.4678583946722748
missouri,mcdonald,Donald Trump,9053,0.3964180934448483
missouri,mercer,Donald Trump,1779,0.4918440696709981
missouri,miller,Donald Trump,12382,0.4833131660096022
missouri,mississippi,Donald Trump,4756,0.36084977238239757
missouri,moniteau,Donald Trump,7157,0.4436523679642946
missouri,monroe,Donald Trump,4483,0.5186256362795002
missouri,montgomery,Donald Trump,5772,0.49969699593108824
missouri,morgan,Donald Trump,9487,0.4599311581907209
missouri,new madrid,Donald Trump,7250,0.42457249941438274
missouri,newton,Donald Trump,28405,0.48775671406003157
missouri,nodaway,Donald Trump,9893,0.4478091616874887
missouri,oregon,Donald Trump,4739,0.45009022699211704
missouri,osage,Donald Trump,7539,0.5537275064267352
missouri,ozark,Donald Trump,4864,0.5301940265969043
missouri,pemiscot,Donald Trump,5735,0.3628598544764315
missouri,perry,Donald Trump,9447,0.49367683946488294
missouri,pettis,Donald Trump,19097,0.4510498594676303
missouri,phelps,Donald Trump,19568,0.43901016310322394
