state,county,candidate,total votes
missouri,marion,Donald Trump,13348
missouri,mcdonald,Donald Trump,9053
missouri,mercer,Donald Trump,1779
missouri,miller,Donald Trump,12382
missouri,mississippi,Donald Trump,4756
missouri,moniteau,Donald Trump,7157
missouri,monroe,Donald Trump,4483
missouri,montgomery,Donald Trump,5772
missouri,morgan,Donald Trump,9487
missouri,new madrid,Donald Trump,7250
missouri,newton,Donald Trump,28405
missouri,nodaway,Donald Trump,9893
missouri,oregon,Donald Trump,4739
missouri,osage,Donald Trump,7539
missouri,ozark,Donald Trump,4864
missouri,pemiscot,Donald Trump,5735
missouri,perry,Donald Trump,9447
missouri,pettis,Donald Trump,19097
missouri,phelps,Donald Trump,19568
missouri,pike,Donald Trump,7695
missouri,platte,Donald Trump,57270
missouri,polk,Donald Trump,15064
missouri,pulaski,Donald Trump,14414
missouri,putnam,Donald Trump,2361
missouri,ralls,Donald Trump,5662
missouri,randolph,Donald Trump,10744
missouri,ray,Donald Trump,11649
missouri,reynolds,Donald Trump,3298
missouri,ripley,Donald Trump,5717
missouri,saline,Donald Trump,9519
missouri,schuyler,Donald Trump,2003
missouri,scotland,Donald Trump,1984
missouri,scott,Donald Trump,17719
missouri,shannon,Donald Trump,3906
missouri,shelby,Donald Trump,3350
missouri,st. charles,Donald Trump,222017
missouri,st. clair,Donald Trump,4974
missouri,st. francois,Donald Trump,28001
missouri,st. louis city,Joe Biden,133867
missouri,st. louis county,Joe Biden,536446
missouri,ste. genevieve,Donald Trump,9484
missouri,stoddard,Donald Trump,13426
missouri,stone,Donald Trump,18483
missouri,sullivan,Donald Trump,2471
missouri,taney,Donald Trump,26288
missouri,texas,Donald Trump,11315
missouri,vernon,Donald Trump,9185
missouri,warren,Donald Trump,18375
missouri,washington,Donald Trump,9976
missouri,wayne,Donald Trump,5878
missouri,webster,Donald Trump,18779
missouri,worth,Donald Trump,1107
missouri,wright,Donald Trump,8739
montana,beaverhead,Donald Trump,5661
montana,big horn,Joe Biden,4784
montana,blaine,Joe Biden,3117
montana,broadwater,Donald Trump,4097
montana,carbon,Donald Trump,7101
montana,carter,Donald Trump,864
montana,cascade,Donald Trump,39885
montana,chouteau,Donald Trump,2974
montana,custer,Donald Trump,5883
montana,daniels,Donald Trump,1014
montana,dawson,Donald Trump,4837
montana,deer lodge,Joe Biden,4891
montana,fallon,Donald Trump,1575
montana,fergus,Donald Trump,6531
montana,flathead,Donald Trump,60258
montana,gallatin,Joe Biden,71507
montana,garfield,Donald Trump,813
montana,glacier,Joe Biden,5639
montana,golden valley,Donald Trump,503
montana,granite,Donald Trump,2102
montana,hill,Donald Trump,7182
montana,jefferson,Donald Trump,8191
montana,judith basin,Donald Trump,1344
montana,lake,Donald Trump,16626
montana,lewis and clark,Donald Trump,42485
montana,liberty,Donald Trump,1083
montana,lincoln,Donald Trump,11747
montana,madison,Donald Trump,6113
montana,mccone,Donald Trump,1128
montana,meagher,Donald Trump,1110
montana,mineral,Donald Trump,2563
montana,missoula,Joe Biden,71986
montana,musselshell,Donald Trump,2881
montana,park,Donald Trump,11618
montana,petroleum,Donald Trump,351
montana,phillips,Donald Trump,2386
montana,pondera,Donald Trump,2995
montana,powder river,Donald Trump,1136
montana,powell,Donald Trump,3195
montana,prairie,Donald Trump,744
montana,ravalli,Donald Trump,28507
montana,richland,Donald Trump,5798
montana,roosevelt,Donald Trump,4028
montana,rosebud,Donald Trump,3784
montana,sanders,Donald Trump,7652
montana,sheridan,Donald Trump,2030
montana,silver bow,Joe Biden,18827
montana,stillwater,Donald Trump,5741
montana,sweet grass,Donald Trump,2446
montana,teton,Donald Trump,3695
montana,toole,Donald Trump,2123
montana,treasure,Donald Trump,460
montana,valley,Donald Trump,4272
montana,wheatland,Donald Trump,1068
montana,wibaux,Donald Trump,598
montana,yellowstone,Donald Trump,83821
nebraska,adams,Donald Trump,14653
nebraska,antelope,Donald Trump,3583
nebraska,arthur,Donald Trump,285
nebraska,banner,Donald Trump,411
nebraska,blaine,Donald Trump,317
nebraska,boone,Donald Trump,3226
nebraska,box butte,Donald Trump,5200
nebraska,boyd,Donald Trump,1155
nebraska,brown,Donald Trump,1684
nebraska,buffalo,Donald Trump,23711
nebraska,burt,Donald Trump,3739
nebraska,butler,Donald Trump,4518
nebraska,cass,Donald Trump,15326
nebraska,cedar,Donald Trump,5015
nebraska,chase,Donald Trump,2000
nebraska,cherry,Donald Trump,3269
nebraska,cheyenne,Donald Trump,4776
nebraska,clay,Donald Trump,3570
nebraska,colfax,Donald Trump,3726
nebraska,cuming,Donald Trump,4459
nebraska,custer,Donald Trump,6010
nebraska,dakota,Donald Trump,6817
nebraska,dawes,Donald Trump,4151
nebraska,dawson,Donald Trump,9191
nebraska,deuel,Donald Trump,1034
nebraska,dixon,Donald Trump,3094
nebraska,dodge,Donald Trump,16938
nebraska,douglas,Joe Biden,276540
nebraska,dundy,Donald Trump,1003
nebraska,fillmore,Donald Trump,3148
nebraska,franklin,Donald Trump,1728
nebraska,frontier,Donald Trump,1446
nebraska,furnas,Donald Trump,2602
nebraska,gage,Donald Trump,11119
nebraska,garden,Donald Trump,1200
nebraska,garfield,Donald Trump,1076
nebraska,gosper,Donald Trump,1121
nebraska,grant,Donald Trump,402
nebraska,greeley,Donald Trump,1259
nebraska,hall,Donald Trump,24450
nebraska,hamilton,Donald Trump,5566
nebraska,harlan,Donald Trump,1934
nebraska,hayes,Donald Trump,536
nebraska,hitchcock,Donald Trump,1470
nebraska,holt,Donald Trump,5550
nebraska,hooker,Donald Trump,442
nebraska,howard,Donald Trump,3511
nebraska,jefferson,Donald Trump,3730
nebraska,johnson,Donald Trump,2233
nebraska,kearney,Donald Trump,3617
nebraska,keith,Donald Trump,4369
nebraska,keya paha,Donald Trump,530
nebraska,kimball,Donald Trump,1877
nebraska,knox,Donald Trump,4708
nebraska,lancaster,Joe Biden,157215
nebraska,lincoln,Donald Trump,17163
nebraska,logan,Donald Trump,450
nebraska,loup,Donald Trump,454
nebraska,madison,Donald Trump,15819
nebraska,mcpherson,Donald Trump,302
nebraska,merrick,Donald Trump,4282
nebraska,morrill,Donald Trump,2558
nebraska,nance,Donald Trump,1832
nebraska,nemaha,Donald Trump,3432
nebraska,nuckolls,Donald Trump,2305
nebraska,otoe,Donald Trump,8355
nebraska,pawnee,Donald Trump,1429
nebraska,perkins,Donald Trump,1545
nebraska,phelps,Donald Trump,5021
nebraska,pierce,Donald Trump,4012
nebraska,platte,Donald Trump,15721
nebraska,polk,Donald Trump,2887
nebraska,red willow,Donald Trump,5470
nebraska,richardson,Donald Trump,4134
nebraska,rock,Donald Trump,842
nebraska,saline,Donald Trump,5780
nebraska,sarpy,Donald Trump,96193
nebraska,saunders,Donald Trump,12786
nebraska,scotts bluff,Donald Trump,15524
nebraska,seward,Donald Trump,9199
nebraska,sheridan,Donald Trump,2684
nebraska,sherman,Donald Trump,1700
nebraska,sioux,Donald Trump,731
nebraska,stanton,Donald Trump,3165
nebraska,thayer,Donald Trump,2989
nebraska,thomas,Donald Trump,427
nebraska,thurston,Donald Trump,2379
nebraska,valley,Donald Trump,2344
nebraska,washington,Donald Trump,12467
nebraska,wayne,Donald Trump,4218
nebraska,webster,Donald Trump,1876
nebraska,wheeler,Donald Trump,503
nebraska,york,Donald Trump,7161
nevada,carson city,Donald Trump,29739
nevada,churchill,Donald Trump,12890
nevada,clark,Joe Biden,972510
nevada,douglas,Donald Trump,34125
nevada,elko,Donald Trump,21967
nevada,esmeralda,Donald Trump,487
nevada,eureka,Donald Trump,1017
nevada,humboldt,Donald Trump,7771
nevada,lander,Donald Trump,2765
nevada,lincoln,Donald Trump,2446
nevada,lyon,Donald Trump,30238
nevada,mineral,Donald Trump,2335
nevada,nye,Donald Trump,25378
nevada,pershing,Donald Trump,2320
nevada,storey,Donald Trump,2877
nevada,washoe,Joe Biden,252142
nevada,white pine,Donald Trump,4369
new hampshire,carroll,Donald Trump,538
new hampshire,grafton,Donald Trump,784
new hampshire,hillsborough,Donald Trump,3276
new hampshire,merrimack,Joe Biden,16697
new hampshire,strafford,Donald Trump,2802
new hampshire,sullivan,Joe Biden,412
new jersey,atlantic,Joe Biden,140441
new jersey,bergen,Joe Biden,497460
new jersey,burlington,Joe Biden,262650
new jersey,camden,Joe Biden,265599
new jersey,cape may,Donald Trump,57933
new jersey,cumberland,Joe Biden,62575
new jersey,essex,Joe Biden,345311
new jersey,gloucester,Joe Biden,173453
new jersey,hudson,Joe Biden,250458
new jersey,hunterdon,Donald Trump,84673
new jersey,mercer,Joe Biden,177223
new jersey,middlesex,Joe Biden,375692
new jersey,monmouth,Donald Trump,378390
new jersey,morris,Joe Biden,300917
new jersey,ocean,Donald Trump,342746
new jersey,passaic,Joe Biden,224330
new jersey,salem,Donald Trump,34042
new jersey,somerset,Joe Biden,186891
new jersey,sussex,Donald Trump,88352
new jersey,union,Joe Biden,254041
new jersey,warren,Donald Trump,61057
new mexico,bernalillo,Joe Biden,317590
new mexico,catron,Donald Trump,2326
new mexico,chaves,Donald Trump,22443
new mexico,cibola,Joe Biden,8903
new mexico,colfax,Donald Trump,6016
new mexico,curry,Donald Trump,15101
new mexico,dona ana,Joe Biden,82641
new mexico,eddy,Donald Trump,23222
new mexico,grant,Joe Biden,14435
new mexico,guadalupe,Joe Biden,2189
new mexico,harding,Donald Trump,505
new mexico,hidalgo,Donald Trump,1974
new mexico,lea,Donald Trump,20918
new mexico,lincoln,Donald Trump,10306
new mexico,los alamos,Joe Biden,12293
new mexico,luna,Donald Trump,8103
new mexico,mckinley,Joe Biden,26486
new mexico,mora,Joe Biden,2686
new mexico,otero,Donald Trump,23571
new mexico,quay,Donald Trump,3873
new mexico,rio arriba,Joe Biden,16628
new mexico,roosevelt,Donald Trump,6608
new mexico,san juan,Donald Trump,52294
new mexico,san miguel,Joe Biden,11531
new mexico,sandoval,Joe Biden,76562
new mexico,santa fe,Joe Biden,82227
new mexico,sierra,Donald Trump,5945
new mexico,socorro,Joe Biden,7160
new mexico,taos,Joe Biden,17181
new mexico,torrance,Donald Trump,7281
new mexico,union,Donald Trump,1789
new mexico,valencia,Donald Trump,32277
new york,albany,Joe Biden,153586
new york,allegany,Donald Trump,20716
new york,bronx,Joe Biden,425883
new york,broome,Joe Biden,92794
new york,cattaraugus,Donald Trump,34760
new york,cayuga,Donald Trump,36421
new york,chautauqua,Donald Trump,59195
new york,chemung,Donald Trump,39410
new york,chenango,Donald Trump,22282
new york,clinton,Joe Biden,35437
new york,columbia,Joe Biden,35522
new york,cortland,Donald Trump,21678
new york,delaware,Donald Trump,22971
new york,dutchess,Joe Biden,150745
new york,erie,Joe Biden,473021
new york,essex,Joe Biden,19271
new york,franklin,Donald Trump,19268
new york,fulton,Donald Trump,23718
new york,genesee,Donald Trump,29217
new york,greene,Donald Trump,25137
new york,hamilton,Donald Trump,3460
new york,herkimer,Donald Trump,29319
new york,jefferson,Donald Trump,43855
new york,lewis,Donald Trump,12944
new york,livingston,Donald Trump,31401
new york,madison,Donald Trump,34038
new york,monroe,Joe Biden,379864
new york,montgomery,Donald Trump,21134
new york,nassau,Joe Biden,730983
new york,niagara,Donald Trump,104123
new york,oneida,Donald Trump,100746
new york,onondaga,Joe Biden,234735
new york,ontario,Donald Trump,59674
new york,orange,Donald Trump,172196
new york,orleans,Donald Trump,18154
new york,oswego,Donald Trump,54491
new york,otsego,Donald Trump,28010
new york,putnam,Donald Trump,54989
new york,queens,Joe Biden,788262
new york,rensselaer,Joe Biden,79286
new york,rockland,Joe Biden,150369
new york,saratoga,Joe Biden,132655
new york,schenectady,Joe Biden,74862
new york,schoharie,Donald Trump,15685
new york,schuyler,Donald Trump,9740
new york,seneca,Donald Trump,15608
new york,steuben,Donald Trump,46179
new york,suffolk,Donald Trump,771541
new york,sullivan,Donald Trump,34647
new york,tioga,Donald Trump,25036
new york,tompkins,Joe Biden,45735
new york,ulster,Joe Biden,97420
new york,warren,Donald Trump,36149
new york,washington,Donald Trump,28101
new york,wayne,Donald Trump,44727
new york,westchester,Joe Biden,462265
new york,wyoming,Donald Trump,19399
new york,yates,Donald Trump,10701
north carolina,alamance,Donald Trump,86091
north carolina,alexander,Donald Trump,20236
north carolina,alleghany,Donald Trump,6076
north carolina,anson,Joe Biden,11194
north carolina,ashe,Donald Trump,15814
north carolina,avery,Donald Trump,9458
north carolina,beaufort,Donald Trump,26315
north carolina,bertie,Joe Biden,9815
north carolina,bladen,Donald Trump,17125
north carolina,brunswick,Donald Trump,90175
north carolina,buncombe,Joe Biden,161569
north carolina,burke,Donald Trump,44602
north carolina,cabarrus,Donald Trump,117227
north carolina,caldwell,Donald Trump,42829
north carolina,camden,Donald Trump,5953
north carolina,carteret,Donald Trump,42695
north carolina,caswell,Donald Trump,12051
north carolina,catawba,Donald Trump,83425
north carolina,chatham,Joe Biden,48599
north carolina,cherokee,Donald Trump,16423
north carolina,chowan,Donald Trump,7784
north carolina,clay,Donald Trump,6893
north carolina,cleveland,Donald Trump,51308
north carolina,columbus,Donald Trump,26446
north carolina,craven,Donald Trump,53065
north carolina,cumberland,Joe Biden,147150
north carolina,currituck,Donald Trump,16147
north carolina,dare,Donald Trump,24232
north carolina,davidson,Donald Trump,88514
north carolina,davie,Donald Trump,25311
north carolina,duplin,Donald Trump,22715
north carolina,durham,Joe Biden,179914
north carolina,edgecombe,Joe Biden,25477
north carolina,forsyth,Joe Biden,201270
north carolina,franklin,Donald Trump,37351
north carolina,gaston,Donald Trump,115498
north carolina,gates,Donald Trump,5971
north carolina,graham,Donald Trump,4665
north carolina,granville,Donald Trump,31598
north carolina,greene,Donald Trump,8753
north carolina,guilford,Joe Biden,284486
north carolina,halifax,Joe Biden,25759
north carolina,harnett,Donald Trump,58293
north carolina,haywood,Donald Trump,36542
north carolina,henderson,Donald Trump,68371
north carolina,hertford,Joe Biden,10634
north carolina,hoke,Joe Biden,21639
north carolina,hyde,Donald Trump,2492
north carolina,iredell,Donald Trump,102371
north carolina,jackson,Donald Trump,21428
north carolina,johnston,Donald Trump,111357
north carolina,jones,Donald Trump,5525
north carolina,lee,Donald Trump,29008
north carolina,lenoir,Donald Trump,28409
north carolina,lincoln,Donald Trump,50217
north carolina,macon,Donald Trump,20743
north carolina,madison,Donald Trump,13076
north carolina,martin,Donald Trump,12540
north carolina,mcdowell,Donald Trump,23003
north carolina,mecklenburg,Joe Biden,567053
north carolina,mitchell,Donald Trump,9041
north carolina,montgomery,Donald Trump,12849
north carolina,moore,Donald Trump,58339
north carolina,nash,Joe Biden,52271
north carolina,new hanover,Joe Biden,131830
north carolina,northampton,Joe Biden,10109
north carolina,onslow,Donald Trump,72235
north carolina,orange,Joe Biden,84997
north carolina,pamlico,Donald Trump,7631
north carolina,pasquotank,Joe Biden,19897
north carolina,pender,Donald Trump,34169
north carolina,perquimans,Donald Trump,7484
north carolina,person,Donald Trump,21894
north carolina,pitt,Joe Biden,87573
north carolina,polk,Donald Trump,12358
north carolina,randolph,Donald Trump,73316
north carolina,richmond,Donald Trump,20763
north carolina,robeson,Donald Trump,47188
north carolina,rockingham,Donald Trump,47809
north carolina,rowan,Donald Trump,73408
north carolina,rutherford,Donald Trump,34429
north carolina,sampson,Donald Trump,28618
north carolina,scotland,Donald Trump,14775
north carolina,stanly,Donald Trump,33939
north carolina,stokes,Donald Trump,25701
north carolina,surry,Donald Trump,36638
north carolina,swain,Donald Trump,7068
north carolina,transylvania,Donald Trump,20404
north carolina,tyrrell,Donald Trump,1817
north carolina,union,Donald Trump,131011
north carolina,vance,Joe Biden,20999
north carolina,wake,Joe Biden,631830
north carolina,warren,Joe Biden,10293
north carolina,washington,Joe Biden,6205
north carolina,watauga,Joe Biden,32220
north carolina,wayne,Donald Trump,55537
north carolina,wilkes,Donald Trump,35466
north carolina,wilson,Joe Biden,40735
north carolina,yadkin,Donald Trump,19923
north carolina,yancey,Donald Trump,11352
north dakota,adams,Donald Trump,1269
north dakota,barnes,Donald Trump,5565
north dakota,benson,Donald Trump,1961
north dakota,billings,Donald Trump,635
north dakota,bottineau,Donald Trump,3471
north dakota,bowman,Donald Trump,1657
north dakota,burke,Donald Trump,1155
north dakota,burleigh,Donald Trump,50753
north dakota,cass,Donald Trump,86053
north dakota,cavalier,Donald Trump,2020
north dakota,dickey,Donald Trump,2424
north dakota,divide,Donald Trump,1202
north dakota,dunn,Donald Trump,2338
north dakota,eddy,Donald Trump,1261
north dakota,emmons,Donald Trump,2009
north dakota,foster,Donald Trump,1778
north dakota,golden valley,Donald Trump,1026
north dakota,grand forks,Donald Trump,30970
north dakota,grant,Donald Trump,1381
north dakota,griggs,Donald Trump,1250
north dakota,hettinger,Donald Trump,1312
north dakota,kidder,Donald Trump,1460
north dakota,lamoure,Donald Trump,2219
north dakota,logan,Donald Trump,1076
north dakota,mchenry,Donald Trump,3003
north dakota,mcintosh,Donald Trump,1455
north dakota,mckenzie,Donald Trump,5419
north dakota,mclean,Donald Trump,5536
north dakota,mercer,Donald Trump,4675
north dakota,morton,Donald Trump,16619
north dakota,mountrail,Donald Trump,4165
north dakota,nelson,Donald Trump,1777
north dakota,oliver,Donald Trump,1066
north dakota,pembina,Donald Trump,3331
north dakota,pierce,Donald Trump,2128
north dakota,ramsey,Donald Trump,5372
north dakota,ransom,Donald Trump,2454
north dakota,renville,Donald Trump,1319
north dakota,richland,Donald Trump,7812
north dakota,rolette,Joe Biden,3804
north dakota,sargent,Donald Trump,2070
north dakota,sheridan,Donald Trump,812
north dakota,sioux,Joe Biden,1186
north dakota,slope,Donald Trump,427
north dakota,stark,Donald Trump,15050
north dakota,steele,Donald Trump,1088
north dakota,stutsman,Donald Trump,9959
north dakota,towner,Donald Trump,1174
north dakota,traill,Donald Trump,4136
north dakota,walsh,Donald Trump,4783
north dakota,ward,Donald Trump,28246
north dakota,wells,Donald Trump,2374
north dakota,williams,Donald Trump,14334
ohio,adams,Donald Trump,12145
ohio,allen,Donald Trump,48006
ohio,ashland,Donald Trump,26405
ohio,ashtabula,Donald Trump,44147
ohio,athens,Joe Biden,26059
ohio,auglaize,Donald Trump,25777
ohio,belmont,Donald Trump,33088
ohio,brown,Donald Trump,21096
ohio,butler,Donald Trump,186737
ohio,carroll,Donald Trump,14212
ohio,champaign,Donald Trump,19972
ohio,clark,Donald Trump,64212
ohio,clermont,Donald Trump,110480
ohio,clinton,Donald Trump,20527
ohio,columbiana,Donald Trump,49860
ohio,coshocton,Donald Trump,16739
ohio,crawford,Donald Trump,20686
ohio,cuyahoga,Joe Biden,625670
ohio,darke,Donald Trump,27134
ohio,defiance,Donald Trump,19381
ohio,delaware,Donald Trump,126070
ohio,erie,Donald Trump,40335
ohio,fairfield,Donald Trump,83311
ohio,fayette,Donald Trump,12612
ohio,franklin,Joe Biden,630577
ohio,fulton,Donald Trump,22770
ohio,gallia,Donald Trump,13799
ohio,geauga,Donald Trump,56021
ohio,greene,Donald Trump,88643
ohio,guernsey,Donald Trump,18230
ohio,hamilton,Joe Biden,430929
ohio,hancock,Donald Trump,38771
ohio,hardin,Donald Trump,13247
ohio,harrison,Donald Trump,7655
ohio,henry,Donald Trump,14764
ohio,highland,Donald Trump,19676
ohio,hocking,Donald Trump,13824
ohio,holmes,Donald Trump,12947
ohio,huron,Donald Trump,27190
ohio,jackson,Donald Trump,14794
ohio,jefferson,Donald Trump,33362
ohio,knox,Donald Trump,31398
ohio,lake,Donald Trump,130509
ohio,lawrence,Donald Trump,28127
ohio,licking,Donald Trump,94210
ohio,logan,Donald Trump,23368
ohio,lorain,Donald Trump,157437
ohio,lucas,Joe Biden,200623
ohio,madison,Donald Trump,19855
ohio,mahoning,Donald Trump,118966
ohio,marion,Donald Trump,27818
ohio,medina,Donald Trump,105825
ohio,meigs,Donald Trump,10951
ohio,mercer,Donald Trump,23761
ohio,miami,Donald Trump,57972
ohio,monroe,Donald Trump,7148
ohio,montgomery,Joe Biden,268505
ohio,morgan,Donald Trump,6847
ohio,morrow,Donald Trump,18457
ohio,muskingum,Donald Trump,40465
ohio,noble,Donald Trump,6343
ohio,ottawa,Donald Trump,24007
ohio,paulding,Donald Trump,9467
ohio,perry,Donald Trump,16675
ohio,pickaway,Donald Trump,28271
ohio,pike,Donald Trump,12412
ohio,portage,Donald Trump,82872
ohio,preble,Donald Trump,21809
ohio,putnam,Donald Trump,19921
ohio,richland,Donald Trump,59975
ohio,ross,Donald Trump,33299
ohio,sandusky,Donald Trump,30074
ohio,scioto,Donald Trump,32047
ohio,seneca,Donald Trump,25810
ohio,shelby,Donald Trump,25258
ohio,stark,Donald Trump,189879
ohio,summit,Joe Biden,280473
ohio,trumbull,Donald Trump,101001
ohio,tuscarawas,Donald Trump,44015
ohio,union,Donald Trump,33445
ohio,van wert,Donald Trump,14965
ohio,vinton,Donald Trump,6030
ohio,warren,Donald Trump,136100
ohio,washington,Donald Trump,32031
ohio,wayne,Donald Trump,54283
ohio,williams,Donald Trump,18651
ohio,wood,Donald Trump,67597
ohio,wyandot,Donald Trump,11390
oklahoma,adair,Donald Trump,7108
oklahoma,alfalfa,Donald Trump,2262
oklahoma,atoka,Donald Trump,5389
oklahoma,beaver,Donald Trump,2178
oklahoma,beckham,Donald Trump,7948
oklahoma,blaine,Donald Trump,3901
oklahoma,bryan,Donald Trump,15976
oklahoma,caddo,Donald Trump,9859
oklahoma,canadian,Donald Trump,61940
oklahoma,carter,Donald Trump,19479
oklahoma,cherokee,Donald Trump,17714
oklahoma,choctaw,Donald Trump,5832
oklahoma,cimarron,Donald Trump,1054
oklahoma,cleveland,Donald Trump,119778
oklahoma,coal,Donald Trump,2524
oklahoma,comanche,Donald Trump,35631
oklahoma,cotton,Donald Trump,2572
oklahoma,craig,Donald Trump,6032
oklahoma,creek,Donald Trump,30505
oklahoma,custer,Donald Trump,10691
oklahoma,delaware,Donald Trump,17245
oklahoma,dewey,Donald Trump,2359
oklahoma,ellis,Donald Trump,1873
oklahoma,garfield,Donald Trump,22430
oklahoma,garvin,Donald Trump,10922
oklahoma,grady,Donald Trump,23101
oklahoma,grant,Donald Trump,2226
oklahoma,greer,Donald Trump,1973
oklahoma,harmon,Donald Trump,933
oklahoma,harper,Donald Trump,1487
oklahoma,haskell,Donald Trump,5014
oklahoma,hughes,Donald Trump,4857
oklahoma,jackson,Donald Trump,8221
oklahoma,jefferson,Donald Trump,2385
oklahoma,johnston,Donald Trump,4251
oklahoma,kay,Donald Trump,17249
oklahoma,kingfisher,Donald Trump,6465
oklahoma,kiowa,Donald Trump,3427
oklahoma,latimer,Donald Trump,4249
oklahoma,lincoln,Donald Trump,14888
oklahoma,logan,Donald Trump,21574
oklahoma,love,Donald Trump,4076
oklahoma,major,Donald Trump,3467
oklahoma,marshall,Donald Trump,6064
oklahoma,mayes,Donald Trump,16626
oklahoma,mcclain,Donald Trump,19236
oklahoma,mccurtain,Donald Trump,11467
oklahoma,mcintosh,Donald Trump,8335
oklahoma,murray,Donald Trump,5894
oklahoma,muskogee,Donald Trump,25081
oklahoma,noble,Donald Trump,4938
oklahoma,nowata,Donald Trump,4391
oklahoma,okfuskee,Donald Trump,4038
oklahoma,oklahoma,Donald Trump,294740
oklahoma,okmulgee,Donald Trump,14313
oklahoma,osage,Donald Trump,20538
oklahoma,ottawa,Donald Trump,11438
oklahoma,pawnee,Donald Trump,6786
oklahoma,payne,Donald Trump,29643
oklahoma,pittsburg,Donald Trump,17924
oklahoma,pontotoc,Donald Trump,15320
oklahoma,pottawatomie,Donald Trump,28185
oklahoma,pushmataha,Donald Trump,4739
oklahoma,roger mills,Donald Trump,1834
oklahoma,rogers,Donald Trump,44553
oklahoma,seminole,Donald Trump,8337
oklahoma,sequoyah,Donald Trump,15386
oklahoma,stephens,Donald Trump,19057
oklahoma,texas,Donald Trump,5521
oklahoma,tillman,Donald Trump,2708
oklahoma,tulsa,Donald Trump,266678
oklahoma,wagoner,Donald Trump,35338
oklahoma,washington,Donald Trump,23501
oklahoma,washita,Donald Trump,4777
oklahoma,woods,Donald Trump,3678
oklahoma,woodward,Donald Trump,7785
oregon,baker,Donald Trump,9932
oregon,benton,Joe Biden,52799
oregon,clackamas,Joe Biden,257679
oregon,clatsop,Joe Biden,23910
oregon,columbia,Donald Trump,32221
oregon,coos,Donald Trump,37075
oregon,crook,Donald Trump,15448
oregon,curry,Donald Trump,14925
oregon,deschutes,Joe Biden,125234
oregon,douglas,Donald Trump,64349
oregon,gilliam,Donald Trump,1178
oregon,grant,Donald Trump,4596
oregon,harney,Donald Trump,4481
oregon,hood river,Joe Biden,13090
oregon,jackson,Donald Trump,127165
oregon,jefferson,Donald Trump,11913
oregon,josephine,Donald Trump,51641
oregon,klamath,Donald Trump,36726
oregon,lake,Donald Trump,4363
oregon,lane,Joe Biden,222253
oregon,lincoln,Joe Biden,30726
oregon,linn,Donald Trump,72640
oregon,malheur,Donald Trump,11804
oregon,marion,Joe Biden,165534
oregon,morrow,Donald Trump,5118
oregon,multnomah,Joe Biden,463659
oregon,polk,Donald Trump,48291
oregon,sherman,Donald Trump,1208
oregon,tillamook,Donald Trump,16888
oregon,umatilla,Donald Trump,33038
oregon,union,Donald Trump,14944
oregon,wallowa,Donald Trump,5149
oregon,wasco,Donald Trump,14130
oregon,washington,Joe Biden,320326
oregon,wheeler,Donald Trump,965
oregon,yamhill,Donald Trump,58923
pennsylvania,adams,Donald Trump,56714
pennsylvania,allegheny,Joe Biden,724800
pennsylvania,armstrong,Donald Trump,36370
pennsylvania,beaver,Donald Trump,94122
pennsylvania,bedford,Donald Trump,27574
pennsylvania,berks,Donald Trump,205540
pennsylvania,blair,Donald Trump,63595
pennsylvania,bradford,Donald Trump,30159
pennsylvania,bucks,Joe Biden,396234
pennsylvania,butler,Donald Trump,113305
pennsylvania,cambria,Donald Trump,70574
pennsylvania,cameron,Donald Trump,2434
pennsylvania,carbon,Donald Trump,33629
pennsylvania,centre,Joe Biden,77493
pennsylvania,chester,Joe Biden,315753
pennsylvania,clarion,Donald Trump,19493
pennsylvania,clearfield,Donald Trump,39496
pennsylvania,clinton,Donald Trump,17625
pennsylvania,columbia,Donald Trump,31171
pennsylvania,crawford,Donald Trump,42004
pennsylvania,cumberland,Donald Trump,141595
pennsylvania,dauphin,Joe Biden,147368
pennsylvania,delaware,Joe Biden,329006
pennsylvania,elk,Donald Trump,16906
pennsylvania,erie,Joe Biden,137083
pennsylvania,fayette,Donald Trump,62139
pennsylvania,forest,Donald Trump,2646
pennsylvania,franklin,Donald Trump,80783
pennsylvania,fulton,Donald Trump,7977
pennsylvania,greene,Donald Trump,17669
pennsylvania,huntingdon,Donald Trump,22792
pennsylvania,indiana,Donald Trump,41198
pennsylvania,jefferson,Donald Trump,22824
pennsylvania,juniata,Donald Trump,12043
pennsylvania,lackawanna,Joe Biden,115410
pennsylvania,lancaster,Donald Trump,281375
pennsylvania,lawrence,Donald Trump,46076
pennsylvania,lebanon,Donald Trump,71858
pennsylvania,lehigh,Joe Biden,184713
pennsylvania,luzerne,Donald Trump,153321
pennsylvania,lycoming,Donald Trump,59254
pennsylvania,mckean,Donald Trump,19466
pennsylvania,mercer,Donald Trump,57954
pennsylvania,mifflin,Donald Trump,21502
pennsylvania,monroe,Joe Biden,83829
pennsylvania,montgomery,Joe Biden,510157
pennsylvania,montour,Donald Trump,9817
pennsylvania,northampton,Joe Biden,171399
pennsylvania,northumberland,Donald Trump,42283
pennsylvania,perry,Donald Trump,24652
pennsylvania,philadelphia,Joe Biden,741377
pennsylvania,pike,Donald Trump,32554
pennsylvania,potter,Donald Trump,9064
pennsylvania,schuylkill,Donald Trump,70603
pennsylvania,snyder,Donald Trump,19140
pennsylvania,somerset,Donald Trump,40543
pennsylvania,sullivan,Donald Trump,3595
pennsylvania,susquehanna,Donald Trump,21752
