state,county,candidate,candidate votes,total votes
new york,franklin,Hillary Clinton,7297,16952
new york,fulton,Hillary Clinton,6496,21214
new york,genesee,Hillary Clinton,7650,26432
new york,greene,Hillary Clinton,7405,22050
new york,hamilton,Hillary Clinton,949,3225
new york,herkimer,Hillary Clinton,8083,26255
new york,jefferson,Hillary Clinton,13809,38236
new york,kings,Hillary Clinton,640553,805605
new york,lewis,Hillary Clinton,3146,11325
new york,livingston,Hillary Clinton,10697,30031
new york,madison,Hillary Clinton,11667,30064
new york,monroe,Hillary Clinton,188592,347790
new york,montgomery,Hillary Clinton,6595,19054
new york,nassau,Hillary Clinton,326088,636967
new york,new york,Hillary Clinton,579013,668939
new york,niagara,Hillary Clinton,35559,92402
new york,oneida,Hillary Clinton,33743,91009
new york,onondaga,Hillary Clinton,112337,208440
new york,ontario,Hillary Clinton,22233,52258
new york,orange,Hillary Clinton,68278,152021
new york,orleans,Hillary Clinton,4470,16380
new york,oswego,Hillary Clinton,17095,48180
new york,otsego,Hillary Clinton,10451,25668
new york,putnam,Hillary Clinton,19366,48563
new york,queens,Hillary Clinton,517220,686393
new york,rensselaer,Hillary Clinton,32717,71562
new york,richmond,Hillary Clinton,74143,180960
new york,rockland,Hillary Clinton,69342,135087
new york,st. lawrence,Hillary Clinton,16488,39158
new york,saratoga,Hillary Clinton,50913,114094
new york,schenectady,Hillary Clinton,33747,67280
new york,schoharie,Hillary Clinton,4240,14050
new york,schuyler,Hillary Clinton,3091,8772
new york,seneca,Hillary Clinton,5697,13980
new york,steuben,Hillary Clinton,12526,42002
new york,suffolk,Hillary Clinton,303951,681254
new york,sullivan,Hillary Clinton,12568,29955
new york,tioga,Hillary Clinton,7526,22299
new york,tompkins,Hillary Clinton,28890,42678
new york,ulster,Hillary Clinton,42101,81355
new york,warren,Hillary Clinton,13091,31408
new york,washington,Hillary Clinton,9098,24528
new york,wayne,Hillary Clinton,13473,39687
new york,westchester,Hillary Clinton,272926,420655
new york,wyoming,Hillary Clinton,3904,17298
new york,yates,Hillary Clinton,3659,10066
north carolina,alamance,Hillary Clinton,29833,71157
north carolina,alexander,Hillary Clinton,3767,18271
north carolina,alleghany,Hillary Clinton,1306,5315
north carolina,anson,Hillary Clinton,5859,10545
north carolina,ashe,Hillary Clinton,3500,13424
north carolina,avery,Hillary Clinton,1689,8249
north carolina,beaufort,Hillary Clinton,8764,23938
north carolina,bertie,Hillary Clinton,5778,9347
north carolina,bladen,Hillary Clinton,7058,15897
north carolina,brunswick,Hillary Clinton,23282,68351
north carolina,buncombe,Hillary Clinton,75452,138947
north carolina,burke,Hillary Clinton,11251,38920
north carolina,cabarrus,Hillary Clinton,35521,93289
north carolina,caldwell,Hillary Clinton,8425,36320
north carolina,camden,Hillary Clinton,1274,5006
north carolina,carteret,Hillary Clinton,9939,37781
north carolina,caswell,Hillary Clinton,4792,11070
north carolina,catawba,Hillary Clinton,21216,72351
north carolina,chatham,Hillary Clinton,21065,39849
north carolina,cherokee,Hillary Clinton,2860,14181
north carolina,chowan,Hillary Clinton,2992,7228
north carolina,clay,Hillary Clinton,1367,6010
north carolina,cleveland,Hillary Clinton,14964,44673
north carolina,columbus,Hillary Clinton,9063,23732
north carolina,craven,Hillary Clinton,17630,47001
north carolina,cumberland,Hillary Clinton,71605,127506
north carolina,currituck,Hillary Clinton,2913,12669
north carolina,dare,Hillary Clinton,7222,19609
north carolina,davidson,Hillary Clinton,18109,74856
north carolina,davie,Hillary Clinton,5270,21756
north carolina,duplin,Hillary Clinton,8283,20856
north carolina,durham,Hillary Clinton,121250,156134
north carolina,edgecombe,Hillary Clinton,16224,24886
north carolina,forsyth,Hillary Clinton,94464,178312
north carolina,franklin,Hillary Clinton,12874,30368
north carolina,gaston,Hillary Clinton,31177,96431
north carolina,gates,Hillary Clinton,2385,5392
north carolina,graham,Hillary Clinton,768,4168
north carolina,granville,Hillary Clinton,12909,27353
north carolina,greene,Hillary Clinton,3605,8095
north carolina,guilford,Hillary Clinton,149248,257405
north carolina,halifax,Hillary Clinton,15748,25167
north carolina,harnett,Hillary Clinton,16737,46065
north carolina,haywood,Hillary Clinton,10473,30727
north carolina,henderson,Hillary Clinton,19827,58176
north carolina,hertford,Hillary Clinton,6910,10186
north carolina,hoke,Hillary Clinton,9726,18230
north carolina,hyde,Hillary Clinton,965,2304
north carolina,iredell,Hillary Clinton,24734,82567
north carolina,jackson,Hillary Clinton,7713,18713
north carolina,johnston,Hillary Clinton,28362,85909
north carolina,jones,Hillary Clinton,2065,5135
north carolina,lee,Hillary Clinton,10469,25084
north carolina,lenoir,Hillary Clinton,12634,26807
north carolina,lincoln,Hillary Clinton,9897,40023
north carolina,mcdowell,Hillary Clinton,4667,19875
north carolina,macon,Hillary Clinton,4876,17734
north carolina,madison,Hillary Clinton,3926,11269
north carolina,martin,Hillary Clinton,5846,11964
north carolina,mecklenburg,Hillary Clinton,294562,472857
north carolina,mitchell,Hillary Clinton,1596,8096
north carolina,montgomery,Hillary Clinton,4150,11540
north carolina,moore,Hillary Clinton,16329,48692
north carolina,nash,Hillary Clinton,23235,47665
north carolina,new hanover,Hillary Clinton,50979,111905
north carolina,northampton,Hillary Clinton,6144,9848
north carolina,onslow,Hillary Clinton,17514,57135
north carolina,orange,Hillary Clinton,59923,82340
north carolina,pamlico,Hillary Clinton,2448,6870
north carolina,pasquotank,Hillary Clinton,8615,17391
north carolina,pender,Hillary Clinton,9354,27885
north carolina,perquimans,Hillary Clinton,2319,6708
north carolina,person,Hillary Clinton,7833,19615
north carolina,pitt,Hillary Clinton,41824,80527
north carolina,polk,Hillary Clinton,3735,10934
north carolina,randolph,Hillary Clinton,13194,64575
north carolina,richmond,Hillary Clinton,8501,19328
north carolina,robeson,Hillary Clinton,19016,40858
north carolina,rockingham,Hillary Clinton,14228,42278
north carolina,rowan,Hillary Clinton,19400,64369
north carolina,rutherford,Hillary Clinton,7512,30307
north carolina,sampson,Hillary Clinton,10547,25928
north carolina,scotland,Hillary Clinton,7319,13928
north carolina,stanly,Hillary Clinton,7094,29917
north carolina,stokes,Hillary Clinton,4665,22550
north carolina,surry,Hillary Clinton,7488,32196
north carolina,swain,Hillary Clinton,2196,6124
north carolina,transylvania,Hillary Clinton,6558,17869
north carolina,tyrrell,Hillary Clinton,720,1739
north carolina,union,Hillary Clinton,34337,105710
north carolina,vance,Hillary Clinton,12229,19977
north carolina,wake,Hillary Clinton,302736,527624
north carolina,warren,Hillary Clinton,6413,9842
north carolina,washington,Hillary Clinton,3510,6165
north carolina,watauga,Hillary Clinton,14138,29985
north carolina,wayne,Hillary Clinton,21770,50689
north carolina,wilkes,Hillary Clinton,6638,31296
north carolina,wilson,Hillary Clinton,19663,38135
north carolina,yadkin,Hillary Clinton,3160,17624
north carolina,yancey,Hillary Clinton,3196,9960
north dakota,adams,Hillary Clinton,216,1218
north dakota,barnes,Hillary Clinton,1597,5344
north dakota,benson,Hillary Clinton,842,2011
north dakota,billings,Hillary Clinton,59,605
north dakota,bottineau,Hillary Clinton,736,3494
north dakota,bowman,Hillary Clinton,227,1787
north dakota,burke,Hillary Clinton,119,1052
north dakota,burleigh,Hillary Clinton,10881,47979
north dakota,cass,Hillary Clinton,31361,80821
north dakota,cavalier,Hillary Clinton,476,2006
north dakota,dickey,Hillary Clinton,554,2407
north dakota,divide,Hillary Clinton,245,1219
north dakota,dunn,Hillary Clinton,358,2243
north dakota,eddy,Hillary Clinton,355,1231
north dakota,emmons,Hillary Clinton,215,1981
north dakota,foster,Hillary Clinton,347,1719
north dakota,golden valley,Hillary Clinton,99,957
north dakota,grand forks,Hillary Clinton,10851,30365
north dakota,grant,Hillary Clinton,185,1381
north dakota,griggs,Hillary Clinton,298,1265
north dakota,hettinger,Hillary Clinton,168,1296
north dakota,kidder,Hillary Clinton,179,1376
north dakota,lamoure,Hillary Clinton,502,2151
north dakota,logan,Hillary Clinton,114,1067
north dakota,mchenry,Hillary Clinton,490,2820
north dakota,mcintosh,Hillary Clinton,235,1446
north dakota,mckenzie,Hillary Clinton,698,4672
north dakota,mclean,Hillary Clinton,1081,5315
north dakota,mercer,Hillary Clinton,621,4682
north dakota,morton,Hillary Clinton,3080,15832
north dakota,mountrail,Hillary Clinton,1220,4106
north dakota,nelson,Hillary Clinton,536,1717
north dakota,oliver,Hillary Clinton,119,1017
north dakota,pembina,Hillary Clinton,681,3153
north dakota,pierce,Hillary Clinton,431,2071
north dakota,ramsey,Hillary Clinton,1505,5305
north dakota,ransom,Hillary Clinton,838,2359
north dakota,renville,Hillary Clinton,201,1293
north dakota,richland,Hillary Clinton,2064,7592
north dakota,rolette,Hillary Clinton,2099,3755
north dakota,sargent,Hillary Clinton,694,1997
north dakota,sheridan,Hillary Clinton,95,787
north dakota,sioux,Hillary Clinton,758,1232
north dakota,slope,Hillary Clinton,43,430
north dakota,stark,Hillary Clinton,1753,12322
north dakota,steele,Hillary Clinton,361,999
north dakota,stutsman,Hillary Clinton,2498,10155
north dakota,towner,Hillary Clinton,305,1157
north dakota,traill,Hillary Clinton,1241,3933
north dakota,walsh,Hillary Clinton,1167,4636
north dakota,ward,Hillary Clinton,5806,27412
north dakota,wells,Hillary Clinton,419,2383
north dakota,williams,Hillary Clinton,1735,12807
ohio,adams,Hillary Clinton,2326,11359
ohio,allen,Hillary Clinton,13294,45894
ohio,ashland,Hillary Clinton,5740,24590
ohio,ashtabula,Hillary Clinton,15577,40867
ohio,athens,Hillary Clinton,16370,29443
ohio,auglaize,Hillary Clinton,3980,23627
ohio,belmont,Hillary Clinton,8785,31122
ohio,brown,Hillary Clinton,4353,19607
ohio,butler,Hillary Clinton,58642,173839
ohio,carroll,Hillary Clinton,3154,13074
ohio,champaign,Hillary Clinton,4594,18104
ohio,clark,Hillary Clinton,23328,61429
ohio,clermont,Hillary Clinton,26715,99121
ohio,clinton,Hillary Clinton,4066,18675
ohio,columbiana,Hillary Clinton,12432,46201
ohio,coshocton,Hillary Clinton,4013,15552
ohio,crawford,Hillary Clinton,4625,19237
ohio,cuyahoga,Hillary Clinton,398271,603822
ohio,darke,Hillary Clinton,4470,25484
ohio,defiance,Hillary Clinton,5368,18192
ohio,delaware,Hillary Clinton,40872,103860
ohio,erie,Hillary Clinton,16057,37578
ohio,fairfield,Hillary Clinton,24881,72913
ohio,fayette,Hillary Clinton,2739,11162
ohio,franklin,Hillary Clinton,351198,581140
ohio,fulton,Hillary Clinton,6069,21225
ohio,gallia,Hillary Clinton,2628,12931
ohio,geauga,Hillary Clinton,17569,49941
ohio,greene,Hillary Clinton,28943,81858
ohio,guernsey,Hillary Clinton,4359,16557
ohio,hamilton,Hillary Clinton,215719,409109
ohio,hancock,Hillary Clinton,9609,36023
ohio,hardin,Hillary Clinton,2920,12294
ohio,harrison,Hillary Clinton,1688,7079
ohio,henry,Hillary Clinton,3756,13932
ohio,highland,Hillary Clinton,3773,18501
ohio,hocking,Hillary Clinton,3775,12838
ohio,holmes,Hillary Clinton,1788,11054
ohio,huron,Hillary Clinton,7192,24834
ohio,jackson,Hillary Clinton,3226,13693
ohio,jefferson,Hillary Clinton,9675,32201
ohio,knox,Hillary Clinton,8171,28687
ohio,lake,Hillary Clinton,46397,116246
ohio,lawrence,Hillary Clinton,6974,26607
ohio,licking,Hillary Clinton,27376,82761
ohio,logan,Hillary Clinton,4647,21571
ohio,lorain,Hillary Clinton,66949,140562
ohio,lucas,Hillary Clinton,110833,197556
ohio,madison,Hillary Clinton,4779,17290
ohio,mahoning,Hillary Clinton,57381,115072
ohio,marion,Hillary Clinton,7928,26322
ohio,medina,Hillary Clinton,32182,91373
ohio,meigs,Hillary Clinton,2260,9985
ohio,mercer,Hillary Clinton,3384,21726
ohio,miami,Hillary Clinton,13120,52734
ohio,monroe,Hillary Clinton,1662,6795
ohio,montgomery,Hillary Clinton,122016,258301
ohio,morgan,Hillary Clinton,1736,6443
ohio,morrow,Hillary Clinton,3761,16548
ohio,muskingum,Hillary Clinton,11123,36991
ohio,noble,Hillary Clinton,1221,6013
ohio,ottawa,Hillary Clinton,8285,22218
ohio,paulding,Hillary Clinton,2093,9047
ohio,perry,Hillary Clinton,4138,14995
ohio,pickaway,Hillary Clinton,6529,24745
ohio,pike,Hillary Clinton,3539,11879
ohio,portage,Hillary Clinton,32397,76139
ohio,preble,Hillary Clinton,4325,20565
ohio,putnam,Hillary Clinton,2922,18767
ohio,richland,Hillary Clinton,16085,55214
ohio,ross,Hillary Clinton,10356,30380
ohio,sandusky,Hillary Clinton,9929,28044
ohio,scioto,Hillary Clinton,9132,30784
ohio,seneca,Hillary Clinton,7404,23987
ohio,shelby,Hillary Clinton,4243,23740
ohio,stark,Hillary Clinton,68146,175239
ohio,summit,Hillary Clinton,134256,257979
ohio,trumbull,Hillary Clinton,43014,96029
ohio,tuscarawas,Hillary Clinton,12188,41289
ohio,union,Hillary Clinton,7718,27429
ohio,van wert,Hillary Clinton,2697,13770
ohio,vinton,Hillary Clinton,1351,5502
ohio,warren,Hillary Clinton,33730,117267
ohio,washington,Hillary Clinton,8026,29840
ohio,wayne,Hillary Clinton,15031,49853
ohio,williams,Hillary Clinton,4358,17308
ohio,wood,Hillary Clinton,27318,64341
ohio,wyandot,Hillary Clinton,2515,10592
oklahoma,adair,Hillary Clinton,1382,6513
oklahoma,alfalfa,Hillary Clinton,216,2258
oklahoma,atoka,Hillary Clinton,795,5018
oklahoma,beaver,Hillary Clinton,176,2243
oklahoma,beckham,Hillary Clinton,960,7552
oklahoma,blaine,Hillary Clinton,711,3793
oklahoma,bryan,Hillary Clinton,2804,13818
oklahoma,caddo,Hillary Clinton,2420,9348
oklahoma,canadian,Hillary Clinton,11674,55278
oklahoma,carter,Hillary Clinton,4002,18534
oklahoma,cherokee,Hillary Clinton,5456,16490
oklahoma,choctaw,Hillary Clinton,1067,5426
oklahoma,cimarron,Hillary Clinton,71,1079
oklahoma,cleveland,Hillary Clinton,38829,109450
oklahoma,coal,Hillary Clinton,411,2399
oklahoma,comanche,Hillary Clinton,11463,32564
oklahoma,cotton,Hillary Clinton,424,2602
oklahoma,craig,Hillary Clinton,1252,5785
oklahoma,creek,Hillary Clinton,5841,28830
oklahoma,custer,Hillary Clinton,2104,10541
oklahoma,delaware,Hillary Clinton,3311,15716
oklahoma,dewey,Hillary Clinton,222,2248
oklahoma,ellis,Hillary Clinton,155,1827
oklahoma,garfield,Hillary Clinton,4397,21710
oklahoma,garvin,Hillary Clinton,1855,10546
oklahoma,grady,Hillary Clinton,3882,22286
oklahoma,grant,Hillary Clinton,288,2201
oklahoma,greer,Hillary Clinton,323,1896
oklahoma,harmon,Hillary Clinton,225,977
oklahoma,harper,Hillary Clinton,134,1499
oklahoma,haskell,Hillary Clinton,882,4738
oklahoma,hughes,Hillary Clinton,961,4526
oklahoma,jackson,Hillary Clinton,1473,7806
oklahoma,jefferson,Hillary Clinton,365,2350
oklahoma,johnston,Hillary Clinton,786,4018
oklahoma,kay,Hillary Clinton,3738,16803
oklahoma,kingfisher,Hillary Clinton,786,6131
oklahoma,kiowa,Hillary Clinton,767,3493
oklahoma,latimer,Hillary Clinton,797,4056
oklahoma,le flore,Hillary Clinton,3250,17221
oklahoma,lincoln,Hillary Clinton,2430,14025
oklahoma,logan,Hillary Clinton,4248,18979
oklahoma,love,Hillary Clinton,735,3789
oklahoma,mcclain,Hillary Clinton,2894,16858
oklahoma,mccurtain,Hillary Clinton,1802,10726
oklahoma,mcintosh,Hillary Clinton,2123,7963
oklahoma,major,Hillary Clinton,310,3407
oklahoma,marshall,Hillary Clinton,1096,5492
oklahoma,mayes,Hillary Clinton,3423,15717
oklahoma,murray,Hillary Clinton,1087,5528
oklahoma,muskogee,Hillary Clinton,7977,24216
oklahoma,noble,Hillary Clinton,901,4878
oklahoma,nowata,Hillary Clinton,742,4237
oklahoma,okfuskee,Hillary Clinton,943,3943
oklahoma,oklahoma,Hillary Clinton,112813,273942
oklahoma,okmulgee,Hillary Clinton,4385,13949
oklahoma,osage,Hillary Clinton,5597,18966
oklahoma,ottawa,Hillary Clinton,2584,10690
oklahoma,pawnee,Hillary Clinton,1344,6364
oklahoma,payne,Hillary Clinton,8788,27760
oklahoma,pittsburg,Hillary Clinton,3711,17271
oklahoma,pontotoc,Hillary Clinton,3637,14831
oklahoma,pottawatomie,Hillary Clinton,6015,25452
oklahoma,pushmataha,Hillary Clinton,748,4483
oklahoma,roger mills,Hillary Clinton,151,1759
oklahoma,rogers,Hillary Clinton,7902,40862
oklahoma,seminole,Hillary Clinton,2071,8037
oklahoma,sequoyah,Hillary Clinton,3061,14437
oklahoma,stephens,Hillary Clinton,3086,17904
oklahoma,texas,Hillary Clinton,858,5780
oklahoma,tillman,Hillary Clinton,657,2706
oklahoma,tulsa,Hillary Clinton,87847,247054
oklahoma,wagoner,Hillary Clinton,6723,31300
oklahoma,washington,Hillary Clinton,5048,22224
oklahoma,washita,Hillary Clinton,588,4631
oklahoma,woods,Hillary Clinton,522,3668
oklahoma,woodward,Hillary Clinton,873,7595
oregon,baker,Hillary Clinton,1797,8779
oregon,benton,Hillary Clinton,29193,48753
oregon,clackamas,Hillary Clinton,102095,214039
oregon,clatsop,Hillary Clinton,9252,19664
oregon,columbia,Hillary Clinton,10167,26618
oregon,coos,Hillary Clinton,10448,31313
oregon,crook,Hillary Clinton,2637,12172
oregon,curry,Hillary Clinton,4300,12611
oregon,deschutes,Hillary Clinton,42444,98557
oregon,douglas,Hillary Clinton,14096,53521
oregon,gilliam,Hillary Clinton,239,1019
oregon,grant,Hillary Clinton,739,4340
oregon,harney,Hillary Clinton,683,3974
oregon,hood river,Hillary Clinton,6510,10910
oregon,jackson,Hillary Clinton,44447,109327
oregon,jefferson,Hillary Clinton,2980,9459
oregon,josephine,Hillary Clinton,13453,44560
oregon,klamath,Hillary Clinton,7210,30507
oregon,lake,Hillary Clinton,639,3930
oregon,lane,Hillary Clinton,102753,191950
oregon,lincoln,Hillary Clinton,12501,25256
oregon,linn,Hillary Clinton,17995,58719
oregon,malheur,Hillary Clinton,2246,10435
oregon,marion,Hillary Clinton,57788,136840
oregon,morrow,Hillary Clinton,1017,4167
oregon,multnomah,Hillary Clinton,292561,399103
oregon,polk,Hillary Clinton,16420,40295
oregon,sherman,Hillary Clinton,202,1017
oregon,tillamook,Hillary Clinton,5768,13803
oregon,umatilla,Hillary Clinton,7673,27597
oregon,union,Hillary Clinton,3249,12968
oregon,wallowa,Hillary Clinton,1116,4366
oregon,wasco,Hillary Clinton,4781,11964
oregon,washington,Hillary Clinton,153251,269232
oregon,wheeler,Hillary Clinton,155,818
oregon,yamhill,Hillary Clinton,19301,48753
pennsylvania,adams,Hillary Clinton,14219,47489
pennsylvania,allegheny,Hillary Clinton,367617,650114
pennsylvania,armstrong,Hillary Clinton,7178,31618
pennsylvania,beaver,Hillary Clinton,32531,83571
pennsylvania,bedford,Hillary Clinton,3645,23637
pennsylvania,berks,Hillary Clinton,78437,183065
pennsylvania,blair,Hillary Clinton,13958,54909
pennsylvania,bradford,Hillary Clinton,6369,25708
pennsylvania,bucks,Hillary Clinton,167060,344297
pennsylvania,butler,Hillary Clinton,28584,97071
pennsylvania,cambria,Hillary Clinton,18867,63072
pennsylvania,cameron,Hillary Clinton,531,2186
pennsylvania,carbon,Hillary Clinton,8936,28776
pennsylvania,centre,Hillary Clinton,37088,76148
pennsylvania,chester,Hillary Clinton,141682,268800
pennsylvania,clarion,Hillary Clinton,4273,17535
pennsylvania,clearfield,Hillary Clinton,8200,34271
pennsylvania,clinton,Hillary Clinton,4744,15394
pennsylvania,columbia,Hillary Clinton,8934,28228
pennsylvania,crawford,Hillary Clinton,10971,37492
pennsylvania,cumberland,Hillary Clinton,47085,121617
pennsylvania,dauphin,Hillary Clinton,64706,130872
pennsylvania,delaware,Hillary Clinton,177402,297634
pennsylvania,elk,Hillary Clinton,3853,14426
pennsylvania,erie,Hillary Clinton,58112,123679
pennsylvania,fayette,Hillary Clinton,17946,53767
pennsylvania,forest,Hillary Clinton,626,2401
pennsylvania,franklin,Hillary Clinton,17465,69731
pennsylvania,fulton,Hillary Clinton,912,6771
pennsylvania,greene,Hillary Clinton,4482,15764
pennsylvania,huntingdon,Hillary Clinton,4539,19706
pennsylvania,indiana,Hillary Clinton,11528,37770
pennsylvania,jefferson,Hillary Clinton,3650,19478
pennsylvania,juniata,Hillary Clinton,1821,10454
pennsylvania,lackawanna,Hillary Clinton,51983,103456
pennsylvania,lancaster,Hillary Clinton,91093,241112
pennsylvania,lawrence,Hillary Clinton,14009,40753
pennsylvania,lebanon,Hillary Clinton,18953,61845
pennsylvania,lehigh,Hillary Clinton,81324,160993
pennsylvania,luzerne,Hillary Clinton,52451,134983
pennsylvania,lycoming,Hillary Clinton,13020,50565
pennsylvania,mckean,Hillary Clinton,4025,16296
pennsylvania,mercer,Hillary Clinton,18733,52309
pennsylvania,mifflin,Hillary Clinton,3877,18601
pennsylvania,monroe,Hillary Clinton,33918,69752
pennsylvania,montgomery,Hillary Clinton,256082,434687
pennsylvania,montour,Hillary Clinton,2857,8556
pennsylvania,northampton,Hillary Clinton,66272,143519
pennsylvania,northumberland,Hillary Clinton,9788,36622
pennsylvania,perry,Hillary Clinton,4632,21158
pennsylvania,philadelphia,Hillary Clinton,584025,707631
pennsylvania,pike,Hillary Clinton,9256,26101
pennsylvania,potter,Hillary Clinton,1302,7784
pennsylvania,schuylkill,Hillary Clinton,16770,62869
pennsylvania,snyder,Hillary Clinton,4002,16363
pennsylvania,somerset,Hillary Clinton,7376,35773
pennsylvania,sullivan,Hillary Clinton,750,3136
pennsylvania,susquehanna,Hillary Clinton,5123,18863
pennsylvania,tioga,Hillary Clinton,3901,18325
pennsylvania,union,Hillary Clinton,6180,17468
pennsylvania,venango,Hillary Clinton,6309,23348
pennsylvania,warren,Hillary Clinton,5145,18434
pennsylvania,washington,Hillary Clinton,36322,101450
pennsylvania,wayne,Hillary Clinton,7008,24018
pennsylvania,westmoreland,Hillary Clinton,59669,182051
pennsylvania,wyoming,Hillary Clinton,3811,13144
pennsylvania,york,Hillary Clinton,68524,205986
rhode island,bristol,Hillary Clinton,14609,25475
rhode island,kent,Hillary Clinton,37788,82053
rhode island,newport,Hillary Clinton,22851,41045
rhode island,providence,Hillary Clinton,142899,248474
rhode island,washington,Hillary Clinton,33741,66369
south carolina,abbeville,Hillary Clinton,3741,10775
south carolina,aiken,Hillary Clinton,25455,74851
south carolina,allendale,Hillary Clinton,2735,3592
south carolina,anderson,Hillary Clinton,21097,80483
south carolina,bamberg,Hillary Clinton,3898,6214
south carolina,barnwell,Hillary Clinton,4400,9485
south carolina,beaufort,Hillary Clinton,32138,78524
south carolina,berkeley,Hillary Clinton,30705,79517
south carolina,calhoun,Hillary Clinton,3573,7549
south carolina,charleston,Hillary Clinton,89299,176345
south carolina,cherokee,Hillary Clinton,6092,21759
south carolina,chester,Hillary Clinton,6579,14192
south carolina,chesterfield,Hillary Clinton,6858,16581
south carolina,clarendon,Hillary Clinton,7732,15395
south carolina,colleton,Hillary Clinton,7627,17251
south carolina,darlington,Hillary Clinton,13888,29674
south carolina,dillon,Hillary Clinton,5834,11698
south carolina,dorchester,Hillary Clinton,24055,62567
south carolina,edgefield,Hillary Clinton,4491,11644
south carolina,fairfield,Hillary Clinton,6945,11267
south carolina,florence,Hillary Clinton,26710,57931
south carolina,georgetown,Hillary Clinton,13310,31657
south carolina,greenville,Hillary Clinton,74483,215165
south carolina,greenwood,Hillary Clinton,10711,28763
south carolina,hampton,Hillary Clinton,5170,8806
south carolina,horry,Hillary Clinton,39410,132920
south carolina,jasper,Hillary Clinton,5956,11427
south carolina,kershaw,Hillary Clinton,10330,28995
south carolina,lancaster,Hillary Clinton,13812,38938
south carolina,laurens,Hillary Clinton,8889,26566
south carolina,lee,Hillary Clinton,5199,8156
south carolina,lexington,Hillary Clinton,35230,122093
south carolina,mccormick,Hillary Clinton,2479,5216
south carolina,marion,Hillary Clinton,8569,14276
south carolina,marlboro,Hillary Clinton,5954,10389
south carolina,newberry,Hillary Clinton,6217,16807
south carolina,oconee,Hillary Clinton,7998,33635
south carolina,orangeburg,Hillary Clinton,26318,38910
south carolina,pickens,Hillary Clinton,10354,49049
south carolina,richland,Hillary Clinton,108000,168722
south carolina,saluda,Hillary Clinton,2813,8564
south carolina,spartanburg,Hillary Clinton,39997,121090
south carolina,sumter,Hillary Clinton,24047,44086
south carolina,union,Hillary Clinton,4729,12092
south carolina,williamsburg,Hillary Clinton,9953,15054
south carolina,york,Hillary Clinton,41593,114357
south dakota,aurora,Hillary Clinton,340,1407
south dakota,beadle,Hillary Clinton,1912,6772
south dakota,bennett,Hillary Clinton,412,1149
south dakota,bon homme,Hillary Clinton,704,2974
south dakota,brookings,Hillary Clinton,4879,12680
south dakota,brown,Hillary Clinton,5452,16114
south dakota,brule,Hillary Clinton,571,2288
south dakota,buffalo,Hillary Clinton,296,490
south dakota,butte,Hillary Clinton,696,4351
south dakota,campbell,Hillary Clinton,105,831
south dakota,charles mix,Hillary Clinton,935,3433
south dakota,clark,Hillary Clinton,398,1657
south dakota,clay,Hillary Clinton,2608,5069
south dakota,codington,Hillary Clinton,3174,11669
south dakota,corson,Hillary Clinton,535,1175
south dakota,custer,Hillary Clinton,1121,4721
south dakota,davison,Hillary Clinton,2355,7952
south dakota,day,Hillary Clinton,974,2747
south dakota,deuel,Hillary Clinton,570,2080
south dakota,dewey,Hillary Clinton,888,1708
south dakota,douglas,Hillary Clinton,214,1605
south dakota,edmunds,Hillary Clinton,380,1918
south dakota,fall river,Hillary Clinton,821,3563
south dakota,faulk,Hillary Clinton,204,1118
south dakota,grant,Hillary Clinton,971,3564
south dakota,gregory,Hillary Clinton,391,2091
south dakota,haakon,Hillary Clinton,77,1044
south dakota,hamlin,Hillary Clinton,555,2762
south dakota,hand,Hillary Clinton,334,1818
south dakota,hanson,Hillary Clinton,424,2006
south dakota,harding,Hillary Clinton,38,770
south dakota,hughes,Hillary Clinton,2450,8175
south dakota,hutchinson,Hillary Clinton,692,3365
south dakota,hyde,Hillary Clinton,125,690
south dakota,jackson,Hillary Clinton,323,1095
south dakota,jerauld,Hillary Clinton,264,967
south dakota,jones,Hillary Clinton,69,558
south dakota,kingsbury,Hillary Clinton,703,2551
south dakota,lake,Hillary Clinton,2314,6786
south dakota,lawrence,Hillary Clinton,3356,11842
south dakota,lincoln,Hillary Clinton,8076,25231
south dakota,lyman,Hillary Clinton,369,1421
south dakota,mccook,Hillary Clinton,623,2587
south dakota,mcpherson,Hillary Clinton,192,1137
south dakota,marshall,Hillary Clinton,754,1947
south dakota,meade,Hillary Clinton,2223,11621
south dakota,mellette,Hillary Clinton,238,683
south dakota,miner,Hillary Clinton,281,1064
south dakota,minnehaha,Hillary Clinton,30610,78263
south dakota,moody,Hillary Clinton,1043,2933
south dakota,pennington,Hillary Clinton,14074,47743
south dakota,perkins,Hillary Clinton,188,1606
south dakota,potter,Hillary Clinton,215,1337
south dakota,roberts,Hillary Clinton,1540,3889
south dakota,sanborn,Hillary Clinton,241,1123
south dakota,oglala lakota,Hillary Clinton,2510,2905
south dakota,spink,Hillary Clinton,919,2951
south dakota,stanley,Hillary Clinton,329,1567
south dakota,sully,Hillary Clinton,137,861
south dakota,todd,Hillary Clinton,1505,2125
south dakota,tripp,Hillary Clinton,462,2630
south dakota,turner,Hillary Clinton,961,4150
south dakota,union,Hillary Clinton,2227,7897
south dakota,walworth,Hillary Clinton,457,2477
south dakota,yankton,Hillary Clinton,3301,9623
south dakota,ziebach,Hillary Clinton,353,767
tennessee,anderson,Hillary Clinton,9013,29881
tennessee,bedford,Hillary Clinton,3395,15355
tennessee,benton,Hillary Clinton,1474,6328
tennessee,bledsoe,Hillary Clinton,897,4664
